tags_collected, collisions_in_seconds, time_in_minutes, random_seed
175, 419.016, 15, 305426
205, 946.094, 14.4714, 785240
168, 628.844, 15, 515058
183, 537.562, 15, 249908
181, 413.828, 15, 619798
205, 524.75, 13.426, 307232
173, 874.359, 15, 621809
163, 572.531, 15, 230718
158, 535.625, 15, 240365
170, 754.312, 15, 313165
191, 814.922, 15, 720046
205, 504.719, 13.6214, 591029
205, 786.562, 12.862, 313157
171, 666.281, 15, 684092
192, 804.953, 15, 284009
205, 529.516, 12.4896, 312752
163, 454.312, 15, 152010
178, 529.984, 15, 677576
151, 675.859, 15, 312621
174, 775.547, 15, 605683
205, 703.781, 13.3891, 530352
189, 732.984, 15, 566462
144, 481.844, 15, 562028
193, 927.984, 15, 247174
201, 608.359, 15, 84815
190, 781.297, 15, 610919
195, 773.031, 15, 966931
205, 603.766, 14.325, 603706
152, 548.109, 15, 725888
167, 643.969, 15, 244758
205, 597.047, 14.4354, 86755
171, 821.172, 15, 469137
205, 844.266, 13.7911, 587631
202, 449.031, 15, 294253
193, 659.062, 15, 827058
171, 697.047, 15, 265800
160, 477.688, 15, 126474
192, 713.375, 15, 537525
205, 759.922, 11.9042, 788990
202, 467.516, 15, 918232
205, 715.5, 14.9474, 541974
202, 693.219, 15, 359025
205, 700.859, 14.8109, 389877
170, 489.75, 15, 551559
152, 617.438, 15, 150032
158, 659.031, 15, 423179
205, 493.75, 14.8531, 286766
192, 498, 15, 772641
185, 733.484, 15, 51985
197, 740.562, 15, 55194
