tags_collected, collisions_in_seconds, time_in_minutes, random_seed
340, 1481.94, 10, 592120
343, 1232.97, 10, 956248
341, 987.984, 10, 240261
344, 1078.86, 10, 585604
342, 1188.88, 10, 495871
350, 1107.59, 10, 175849
348, 1201.48, 10, 166289
336, 1137.16, 10, 133865
337, 1090.47, 10, 115880
358, 1232.02, 10, 189378
348, 1226.78, 10, 831752
352, 1101.8, 10, 690682
343, 1010.3, 10, 216484
346, 1154.8, 10, 752508
338, 1107.89, 10, 889021
346, 1127.5, 10, 97346
341, 1170.52, 10, 918088
330, 1200.67, 10, 894489
351, 1097.09, 10, 596894
353, 1091.61, 10, 562514
357, 1218.73, 10, 825925
344, 1184.61, 10, 918802
345, 1123.02, 10, 659631
341, 1105.08, 10, 501205
349, 1184.12, 10, 614870
347, 1193.95, 10, 728566
335, 1128.64, 10, 982315
343, 1295.39, 10, 649770
348, 1245.25, 10, 567872
340, 1149.27, 10, 663488
