INFO:root:Starting generation: 0
INFO:root:Starting generation: 1
INFO:root:partial fitness = 0.411811
INFO:root:partial fitness = 4.436939
INFO:root:partial fitness = 4.436939
INFO:root:partial fitness = 6.315145
INFO:root:partial fitness = 8.784875
INFO:root:partial fitness = 4.436939
INFO:root:partial fitness = 9.508987
INFO:root:Starting generation: 2
INFO:root:partial fitness = 0.405590
INFO:root:partial fitness = 4.436939
INFO:root:partial fitness = 6.315145
INFO:root:partial fitness = 13.775141
INFO:root:partial fitness = 8.784875
INFO:root:partial fitness = 5.086960
INFO:root:partial fitness = 4.566615
INFO:root:partial fitness = 4.436939
INFO:root:partial fitness = 1.438562
INFO:root:partial fitness = 4.436939
INFO:root:Starting generation: 3
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 4.713691
INFO:root:partial fitness = 4.713691
INFO:root:partial fitness = 2.081385
INFO:root:partial fitness = 2.081385
INFO:root:partial fitness = 4.436939
INFO:root:partial fitness = 4.232978
INFO:root:partial fitness = 3.572309
INFO:root:Starting generation: 4
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 3.074960
INFO:root:partial fitness = 0.648421
INFO:root:partial fitness = 0.573656
INFO:root:partial fitness = 2.081385
INFO:root:partial fitness = 2.002103
INFO:root:partial fitness = 7.154134
INFO:root:Starting generation: 5
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 1.823361
INFO:root:partial fitness = 0.573656
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 2.081385
INFO:root:partial fitness = 0.573656
INFO:root:partial fitness = 1.802204
INFO:root:partial fitness = 1.802204
INFO:root:Starting generation: 6
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.518745
INFO:root:partial fitness = 0.877412
INFO:root:partial fitness = 0.877412
INFO:root:partial fitness = 0.409741
INFO:root:partial fitness = 0.600919
INFO:root:partial fitness = 0.338892
INFO:root:partial fitness = 0.600919
INFO:root:Starting generation: 7
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.409741
INFO:root:partial fitness = 0.518745
INFO:root:partial fitness = 0.600919
INFO:root:partial fitness = 0.304957
INFO:root:partial fitness = 0.304957
INFO:root:partial fitness = 0.600919
INFO:root:partial fitness = 0.600919
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.363376
INFO:root:partial fitness = 0.409741
INFO:root:Starting generation: 8
INFO:root:partial fitness = 0.239598
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.304957
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.239598
INFO:root:partial fitness = 0.518745
INFO:root:partial fitness = 0.363376
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.600919
INFO:root:partial fitness = 0.409741
INFO:root:partial fitness = 0.363376
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.535166
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.427086
INFO:root:partial fitness = 0.600919
INFO:root:partial fitness = 0.363376
INFO:root:partial fitness = 0.298738
INFO:root:Starting generation: 9
INFO:root:partial fitness = 0.216961
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.363376
INFO:root:partial fitness = 0.363376
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.304957
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.323387
INFO:root:partial fitness = 0.262028
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:Starting generation: 10
INFO:root:partial fitness = 0.179391
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.409741
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.216961
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.179391
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.179391
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.319849
INFO:root:partial fitness = 0.409741
INFO:root:partial fitness = 0.319849
INFO:root:Starting generation: 11
INFO:root:partial fitness = 0.179391
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.277650
INFO:root:partial fitness = 0.298738
INFO:root:partial fitness = 0.298738
