tags_collected, collisions_in_seconds, time_in_minutes, random_seed
221, 165.469, 10, 637682
217, 185.469, 10, 454661
225, 163.094, 10, 551278
226, 183.953, 10, 131889
231, 173.844, 10, 711634
224, 159.188, 10, 321600
227, 180.828, 10, 992593
227, 166.031, 10, 635413
225, 156.469, 10, 391025
224, 172.781, 10, 48302
228, 170.156, 10, 25543
229, 186.609, 10, 636498
219, 160.641, 10, 142205
221, 177.016, 10, 46780
238, 180.781, 10, 930467
227, 212.25, 10, 939723
224, 175.234, 10, 524015
215, 168.25, 10, 282454
224, 185.344, 10, 261854
215, 168.562, 10, 251088
218, 179.656, 10, 122045
219, 179.453, 10, 8285
231, 179.047, 10, 732544
222, 171.25, 10, 592413
226, 170.594, 10, 577849
227, 192.578, 10, 505551
218, 170.375, 10, 491605
233, 167.969, 10, 741976
223, 178.5, 10, 884878
226, 196.578, 10, 856097
