tags_collected, collisions_in_seconds, time_in_minutes, random_seed
375, 93.7969, 10, 535027
368, 112.406, 10, 350004
365, 96.5, 10, 969417
374, 106.484, 10, 538531
375, 92.1719, 10, 585232
385, 115.203, 10, 278139
376, 122.078, 10, 105689
363, 120.5, 10, 808150
363, 102.547, 10, 604482
365, 120.656, 10, 371125
369, 86.0781, 10, 21565
373, 114.781, 10, 923971
374, 99.875, 10, 675932
376, 115.469, 10, 292854
363, 111.953, 10, 29747
371, 104.156, 10, 848207
365, 117.5, 10, 495720
362, 116.641, 10, 173361
383, 106.844, 10, 886491
381, 109.484, 10, 782638
366, 106.312, 10, 557902
375, 106.594, 10, 189546
365, 118.984, 10, 779255
371, 121.891, 10, 543238
372, 104.75, 10, 53382
377, 119.922, 10, 853716
361, 100.781, 10, 786013
366, 99.6719, 10, 652184
374, 101.375, 10, 589015
375, 103.172, 10, 421762
