Forage: 72, 100, 81, 67, 52, 46, 26, 28, 9, 10
Forage: 90, 104, 82, 65, 55, 38, 30, 17, 16, 4
Forage: 80, 94, 90, 71, 58, 35, 28, 22, 10, 9
Forage: 75, 108, 89, 71, 48, 35, 31, 18, 11, 12
Forage: 74, 98, 74, 75, 55, 29, 37, 21, 13, 13
Forage: 69, 117, 75, 81, 58, 37, 25, 19, 15, 6
Forage: 70, 112, 75, 72, 56, 31, 37, 19, 16, 9
Forage: 81, 104, 93, 66, 38, 42, 28, 22, 11, 8
Forage: 86, 103, 82, 71, 46, 44, 32, 14, 8, 5
Forage: 81, 101, 79, 79, 59, 34, 16, 19, 12, 11
Forage: 91, 111, 85, 53, 39, 47, 28, 18, 19, 8
Forage: 76, 100, 84, 71, 54, 38, 28, 30, 7, 7
Forage: 74, 98, 89, 57, 61, 38, 31, 20, 16, 9
Forage: 78, 111, 71, 77, 46, 40, 33, 17, 13, 9
Forage: 80, 113, 79, 71, 44, 42, 25, 15, 15, 10
Forage: 78, 102, 78, 69, 56, 42, 34, 21, 12, 4
Forage: 79, 110, 82, 68, 45, 40, 28, 18, 15, 12
Forage: 77, 112, 77, 71, 61, 35, 32, 17, 10, 6
Forage: 70, 107, 85, 60, 62, 41, 32, 26, 13, 8
Forage: 80, 94, 92, 56, 58, 38, 26, 24, 18, 9
Forage: 86, 99, 82, 52, 55, 44, 33, 31, 10, 6
Forage: 86, 108, 81, 50, 50, 39, 26, 25, 13, 14
Forage: 85, 104, 76, 66, 48, 47, 27, 25, 12, 7
Forage: 80, 97, 91, 62, 52, 42, 25, 22, 12, 13
Forage: 82, 96, 85, 69, 53, 39, 35, 12, 11, 6
Forage: 68, 102, 90, 65, 51, 40, 34, 24, 14, 11
Forage: 72, 96, 87, 68, 50, 43, 32, 27, 10, 12
Forage: 76, 97, 82, 64, 49, 43, 34, 22, 13, 10
Forage: 84, 104, 78, 73, 56, 38, 23, 16, 13, 10
Forage: 68, 105, 91, 69, 60, 35, 27, 19, 15, 9
