tags_collected, collisions_in_seconds, time_in_minutes, random_seed
142, 47.0625, 10, 18160
147, 41.2031, 10, 429178
147, 39.875, 10, 901623
145, 40.9531, 10, 366508
154, 38.7031, 10, 854099
144, 35.0938, 10, 306330
147, 48.4062, 10, 723988
148, 36.0469, 10, 150341
147, 47.8594, 10, 514449
147, 48.6406, 10, 871266
154, 35.4062, 10, 254938
118, 70.7031, 10, 788720
149, 41, 10, 99459
123, 63.125, 10, 558451
148, 43.3594, 10, 891069
142, 44.1875, 10, 346698
149, 37.2188, 10, 775122
148, 45.6875, 10, 205076
134, 75.7031, 10, 659523
147, 34.875, 10, 9867
145, 44.0469, 10, 500978
143, 37.5625, 10, 946474
150, 34.4375, 10, 377921
145, 35.7812, 10, 852339
145, 44.8125, 10, 333355
154, 37.3906, 10, 741199
136, 43.7969, 10, 254418
146, 31.6719, 10, 752995
142, 41.3281, 10, 234296
141, 38.25, 10, 670188
