Forage: 14, 28, 24, 22, 25, 24, 14, 19, 15, 15
Forage: 22, 25, 24, 23, 19, 17, 17, 18, 19, 13
Forage: 20, 29, 24, 17, 20, 20, 21, 21, 12, 20
Forage: 23, 22, 22, 26, 26, 24, 19, 18, 19, 17
Forage: 21, 23, 28, 22, 21, 18, 23, 16, 18, 14
Forage: 23, 25, 26, 22, 15, 18, 24, 18, 17, 19
Forage: 28, 25, 24, 23, 28, 18, 21, 18, 19, 16
Forage: 16, 22, 20, 26, 20, 25, 19, 16, 20, 19
Forage: 19, 30, 22, 25, 20, 19, 18, 20, 19, 19
Forage: 23, 22, 29, 20, 22, 18, 21, 20, 21, 15
Forage: 19, 27, 28, 22, 20, 18, 20, 23, 13, 15
Forage: 22, 25, 28, 24, 12, 24, 25, 21, 17, 13
Forage: 24, 21, 30, 14, 20, 21, 18, 15, 16, 16
Forage: 26, 25, 23, 18, 22, 27, 16, 14, 21, 11
Forage: 20, 26, 16, 23, 18, 20, 25, 18, 22, 18
Forage: 24, 25, 21, 25, 17, 21, 17, 17, 16, 23
Forage: 14, 30, 21, 22, 20, 17, 19, 27, 20, 17
Forage: 23, 27, 26, 20, 21, 20, 23, 19, 22, 20
Forage: 18, 30, 22, 19, 18, 25, 18, 18, 19, 15
Forage: 20, 19, 25, 21, 17, 27, 15, 19, 22, 12
Forage: 21, 24, 25, 25, 18, 17, 22, 20, 19, 23
Forage: 17, 27, 23, 25, 22, 19, 13, 23, 15, 17
Forage: 19, 24, 33, 21, 25, 22, 20, 20, 20, 19
Forage: 22, 26, 24, 21, 21, 20, 28, 19, 14, 15
Forage: 19, 23, 26, 22, 25, 22, 18, 20, 17, 19
Forage: 24, 28, 19, 28, 14, 24, 19, 20, 18, 18
Forage: 17, 28, 19, 20, 19, 19, 23, 20, 19, 16
Forage: 20, 23, 25, 26, 23, 15, 20, 17, 23, 17
Forage: 18, 25, 22, 23, 24, 22, 18, 20, 15, 19
Forage: 24, 25, 22, 21, 20, 19, 25, 20, 18, 15
