tags_collected, collisions_in_seconds, time_in_minutes, random_seed
198, 38.6875, 10, 328023
197, 59.2031, 10, 67634
191, 46.1562, 10, 724850
193, 39.5312, 10, 474550
199, 48.625, 10, 285139
189, 36.6875, 10, 35641
188, 54.0156, 10, 692996
199, 47.1562, 10, 540727
198, 58.2656, 10, 388932
185, 41.6406, 10, 204622
191, 48.7656, 10, 176677
194, 48.4375, 10, 48171
195, 41.25, 10, 898405
198, 44.25, 10, 610017
200, 62.1719, 10, 226722
194, 45.375, 10, 824065
188, 49.7031, 10, 554156
193, 47.1094, 10, 374287
199, 39.8906, 10, 149334
201, 49.5781, 10, 878032
196, 40.7344, 10, 562986
203, 45.2344, 10, 262614
199, 44.6094, 10, 926127
193, 42.1094, 10, 539955
191, 43.5312, 10, 307729
187, 46.9844, 10, 155929
197, 51.0625, 10, 850422
203, 57.3906, 10, 492174
195, 56.8125, 10, 173473
195, 44.8594, 10, 745509
