tags_collected, collisions_in_seconds, time_in_minutes, random_seed
250, 226.547, 10, 757471
252, 241.094, 10, 588684
251, 258.031, 10, 344824
260, 238.953, 10, 84803
245, 245.672, 10, 5525
247, 236.484, 10, 670093
256, 252.266, 10, 506238
251, 245.031, 10, 448224
247, 256.547, 10, 19927
254, 230.453, 10, 436950
246, 218, 10, 350133
246, 242.969, 10, 457378
253, 226.609, 10, 477391
265, 238.797, 10, 803626
259, 236.484, 10, 953519
247, 223.719, 10, 914130
262, 249.156, 10, 334643
248, 276.172, 10, 703406
252, 257.875, 10, 882995
252, 252.203, 10, 969820
258, 208.109, 10, 848293
253, 252.109, 10, 847649
260, 238.219, 10, 572478
250, 216.875, 10, 904788
248, 262.25, 10, 828255
248, 264.125, 10, 555496
257, 206.547, 10, 128097
252, 264.344, 10, 930760
258, 233.109, 10, 489340
250, 237.047, 10, 810798
