tags_collected, collisions_in_seconds, time_in_minutes, random_seed
440, 80, 10, 373485
431, 86.8125, 10, 114264
430, 77.0781, 10, 809085
434, 75.875, 10, 608761
436, 80.2344, 10, 505903
409, 95.7031, 10, 267324
416, 87.6094, 10, 25006
446, 75.0625, 10, 850280
452, 82.8594, 10, 801406
428, 89.3125, 10, 464884
439, 94.8594, 10, 582258
415, 84.2344, 10, 193881
435, 77.1562, 10, 18597
427, 89.1719, 10, 718146
436, 95.625, 10, 601632
432, 89.1719, 10, 508370
425, 89.1406, 10, 480696
420, 82.0312, 10, 213493
428, 73.8281, 10, 212950
445, 79.2031, 10, 241772
402, 97.5625, 10, 992108
424, 106.719, 10, 759423
439, 81.3438, 10, 848378
416, 90.5781, 10, 721912
415, 82.0781, 10, 912890
408, 90.7812, 10, 134168
433, 89.6094, 10, 492991
422, 73.2812, 10, 695736
435, 68.2031, 10, 700989
418, 82.2031, 10, 574297
