INFO:root:Starting generation: 0
INFO:root:Starting generation: 1
INFO:root:partial fitness = 1.217387
INFO:root:partial fitness = 10.275980
INFO:root:partial fitness = 3.960521
INFO:root:partial fitness = 4.640273
INFO:root:partial fitness = 1.217387
INFO:root:partial fitness = 4.287850
INFO:root:partial fitness = 2.906463
INFO:root:partial fitness = 31.327558
INFO:root:partial fitness = 4.215120
INFO:root:Starting generation: 2
INFO:root:partial fitness = 0.268246
INFO:root:partial fitness = 1.217387
INFO:root:partial fitness = 2.059731
INFO:root:partial fitness = 4.640273
INFO:root:partial fitness = 6.248191
INFO:root:partial fitness = 3.445189
INFO:root:Starting generation: 3
INFO:root:partial fitness = 0.268246
INFO:root:partial fitness = 7.693336
INFO:root:partial fitness = 0.268246
INFO:root:partial fitness = 9.255300
INFO:root:partial fitness = 2.027639
INFO:root:Starting generation: 4
INFO:root:partial fitness = 0.268246
INFO:root:partial fitness = 2.027639
INFO:root:partial fitness = 1.454520
INFO:root:partial fitness = 0.973154
INFO:root:partial fitness = 0.268246
INFO:root:partial fitness = 1.966633
INFO:root:partial fitness = 3.445189
INFO:root:partial fitness = 4.335452
INFO:root:partial fitness = 1.454520
INFO:root:partial fitness = 4.335452
INFO:root:partial fitness = 1.626014
INFO:root:Starting generation: 5
INFO:root:partial fitness = 1.454520
INFO:root:partial fitness = 2.254436
INFO:root:partial fitness = 1.966633
INFO:root:partial fitness = 3.548768
INFO:root:partial fitness = 3.620571
INFO:root:partial fitness = 2.623520
INFO:root:Starting generation: 6
INFO:root:partial fitness = 0.126271
INFO:root:partial fitness = 0.268246
INFO:root:partial fitness = 0.268246
INFO:root:partial fitness = 1.945253
INFO:root:partial fitness = 1.200912
INFO:root:partial fitness = 0.240130
INFO:root:partial fitness = 2.028109
INFO:root:Starting generation: 7
INFO:root:partial fitness = 0.113992
INFO:root:partial fitness = 1.270254
INFO:root:partial fitness = 1.162617
INFO:root:partial fitness = 0.268246
INFO:root:partial fitness = 0.268246
INFO:root:partial fitness = 0.268246
INFO:root:partial fitness = 1.181362
INFO:root:Starting generation: 8
INFO:root:partial fitness = 0.111788
INFO:root:partial fitness = 0.966719
INFO:root:partial fitness = 0.966719
INFO:root:partial fitness = 1.797082
INFO:root:partial fitness = 1.181362
INFO:root:partial fitness = 0.126271
INFO:root:partial fitness = 0.113992
INFO:root:partial fitness = 0.240130
INFO:root:partial fitness = 0.126271
INFO:root:partial fitness = 0.268246
INFO:root:partial fitness = 0.268246
INFO:root:partial fitness = 0.878177
INFO:root:partial fitness = 0.268246
INFO:root:partial fitness = 0.240130
INFO:root:partial fitness = 0.268246
INFO:root:partial fitness = 0.268246
INFO:root:Starting generation: 9
INFO:root:partial fitness = 0.111788
INFO:root:partial fitness = 0.113992
INFO:root:partial fitness = 0.268246
INFO:root:partial fitness = 0.122935
INFO:root:partial fitness = 0.113992
INFO:root:partial fitness = 0.268246
INFO:root:partial fitness = 0.268246
INFO:root:partial fitness = 0.174417
INFO:root:partial fitness = 0.878177
INFO:root:Starting generation: 10
INFO:root:partial fitness = 0.111788
INFO:root:partial fitness = 0.268246
INFO:root:partial fitness = 0.144391
INFO:root:partial fitness = 0.126699
INFO:root:partial fitness = 0.112125
INFO:root:partial fitness = 0.225188
INFO:root:partial fitness = 0.268246
INFO:root:partial fitness = 0.112354
INFO:root:partial fitness = 0.126699
INFO:root:partial fitness = 0.112125
INFO:root:partial fitness = 0.126271
