tags_collected, collisions_in_seconds, time_in_minutes, random_seed
95, 17.2656, 10, 181711
91, 9.35938, 10, 58366
92, 17.8125, 10, 744969
99, 24.7344, 10, 453952
97, 22.5938, 10, 59643
93, 20.5312, 10, 725316
99, 26.8594, 10, 397575
96, 23.1719, 10, 25557
99, 13.6719, 10, 622664
100, 17.6094, 10, 310343
96, 24.4688, 10, 911267
97, 13.6094, 10, 579082
92, 17.6875, 10, 334846
101, 22.6094, 10, 120883
98, 21.2969, 10, 827918
98, 24.2969, 10, 496118
94, 19.1719, 10, 178972
107, 17.375, 10, 19345
103, 11, 10, 647180
102, 21.25, 10, 318897
101, 13.7812, 10, 946344
98, 28.5781, 10, 617099
98, 23.5938, 10, 209350
97, 22.5, 10, 942088
101, 18.3906, 10, 610478
99, 21.4531, 10, 300056
96, 23.2031, 10, 49749
98, 18.9062, 10, 709115
99, 17.9375, 10, 466033
102, 23.8594, 10, 265268
