tags_collected, collisions_in_seconds, time_in_minutes, random_seed
427, 108.672, 10, 68969
454, 103.938, 10, 910227
442, 97.8906, 10, 540060
440, 93.9219, 10, 52333
448, 127.781, 10, 765008
447, 93.5469, 10, 316187
437, 115.094, 10, 947157
437, 123.875, 10, 600249
452, 108.734, 10, 589740
447, 100.297, 10, 116258
452, 107.969, 10, 682259
448, 133.203, 10, 241130
438, 109.906, 10, 80414
457, 100.453, 10, 964038
441, 111.562, 10, 614585
434, 107.703, 10, 193193
444, 99.3125, 10, 969880
438, 110.094, 10, 565265
438, 115.328, 10, 282064
428, 100.125, 10, 766342
448, 112.109, 10, 373808
444, 105.984, 10, 33769
453, 115.844, 10, 781544
447, 104.594, 10, 369210
448, 113.828, 10, 870217
453, 80.7188, 10, 328208
441, 103.344, 10, 10715
444, 99.3594, 10, 642995
437, 108.688, 10, 336102
439, 118, 10, 889106
