tags_collected, collisions_in_seconds, time_in_minutes, random_seed
433, 121.797, 10, 3275
457, 96.8594, 10, 911653
466, 101.031, 10, 774159
466, 119.953, 10, 786404
463, 118.516, 10, 758172
437, 104.875, 10, 634504
461, 114.422, 10, 603734
445, 110.109, 10, 525457
447, 103.922, 10, 362076
466, 120.922, 10, 478853
455, 108.062, 10, 393646
442, 119.625, 10, 197704
442, 102.766, 10, 860337
461, 129.938, 10, 652698
450, 125.484, 10, 419595
452, 125.797, 10, 129876
462, 111.969, 10, 893793
452, 135.078, 10, 736590
469, 101.734, 10, 567413
447, 113.391, 10, 451280
450, 120.688, 10, 264855
464, 102.109, 10, 335155
452, 114.281, 10, 89444
455, 111.141, 10, 14378
454, 114.719, 10, 839388
458, 108.234, 10, 613581
459, 117.234, 10, 467558
466, 107.844, 10, 143327
447, 114.781, 10, 88217
432, 145.531, 10, 968351
