tags_collected, collisions_in_seconds, time_in_minutes, random_seed
359, 152.062, 29.8536, 123937
359, 168.516, 28.324, 18377
359, 146.641, 28.0766, 905377
359, 134.766, 29.1094, 320145
359, 134, 28.5818, 939387
359, 170.516, 29.8708, 875512
359, 156.609, 29.9219, 597760
359, 151.438, 30.1505, 864673
359, 156.172, 29.012, 36746
359, 143.344, 29.6698, 923336
359, 149.094, 29.2599, 598620
359, 140.812, 29.3245, 671104
359, 148, 29.0562, 731727
359, 143.203, 28.5177, 851992
359, 149.984, 29.3099, 568736
359, 125.031, 29.5359, 923212
359, 157.219, 28.7964, 417488
359, 142.047, 30.2307, 167715
359, 142.281, 29.612, 158407
359, 146.406, 28.4203, 757786
359, 142.828, 29.6802, 464572
359, 155.688, 27.8083, 952343
359, 129.344, 30.2437, 77454
359, 132.156, 28.9937, 111471
359, 162.578, 28.8078, 217252
359, 130.781, 29.276, 211009
359, 162.734, 29.7797, 885608
359, 138, 29.4693, 839129
359, 145.578, 30.0437, 440476
359, 153.75, 28.6625, 381955
