tags_collected, collisions_in_seconds, time_in_minutes, random_seed
359, 181.984, 21.675, 553879
359, 181.219, 22.6719, 790314
359, 203.312, 23.5141, 34305
359, 214.875, 22.8974, 275117
359, 198.531, 22.8062, 860027
359, 197.109, 22.8396, 912861
359, 218.766, 22.6234, 75099
359, 212.203, 21.8359, 111828
359, 176.109, 22.7354, 763374
359, 204.516, 23.3229, 612463
359, 219.625, 22.9016, 827271
359, 173.859, 21.9969, 664344
359, 221.594, 22.5844, 491896
359, 187.5, 21.9771, 856893
359, 201.812, 23.2573, 709032
359, 219.953, 22.1776, 391388
359, 209.047, 22.9286, 396128
359, 188.344, 23.5719, 587086
359, 212.609, 22.626, 210099
359, 216.453, 22.6724, 702552
359, 192.266, 23.2391, 443879
359, 232.375, 22.6885, 696858
359, 233.703, 23.8505, 325741
359, 212.094, 22.6687, 851468
359, 230.125, 22.8333, 237592
359, 212.859, 23.301, 696682
359, 209.234, 23.4052, 875324
359, 220.844, 23.4948, 186684
359, 208.141, 22.6276, 557993
359, 205.969, 23.1224, 842766
