INFO:root:Starting generation: 0
INFO:root:Starting generation: 1
INFO:root:partial fitness = 5.325539
INFO:root:partial fitness = 22.639400
INFO:root:partial fitness = 10.106820
INFO:root:partial fitness = 18.773509
INFO:root:partial fitness = 7.807148
INFO:root:partial fitness = 6.899882
INFO:root:partial fitness = 7.807148
INFO:root:Starting generation: 2
INFO:root:partial fitness = 5.325539
INFO:root:partial fitness = 10.256954
INFO:root:partial fitness = 11.347360
INFO:root:partial fitness = 7.807148
INFO:root:partial fitness = 8.085160
INFO:root:partial fitness = 7.807148
INFO:root:partial fitness = 7.807148
INFO:root:partial fitness = 10.378855
INFO:root:partial fitness = 10.106820
INFO:root:partial fitness = 13.972788
INFO:root:partial fitness = 5.325539
INFO:root:partial fitness = 7.807148
INFO:root:partial fitness = 9.384116
INFO:root:Starting generation: 3
INFO:root:partial fitness = 4.955623
INFO:root:partial fitness = 7.188723
INFO:root:partial fitness = 9.725524
INFO:root:partial fitness = 7.188723
INFO:root:partial fitness = 7.807148
INFO:root:partial fitness = 5.325539
INFO:root:partial fitness = 4.955623
INFO:root:partial fitness = 9.725524
INFO:root:partial fitness = 5.816542
INFO:root:partial fitness = 7.807148
INFO:root:partial fitness = 17.550174
INFO:root:partial fitness = 7.807148
INFO:root:partial fitness = 7.711794
INFO:root:partial fitness = 10.256954
INFO:root:partial fitness = 5.325539
INFO:root:partial fitness = 4.958010
INFO:root:partial fitness = 9.384116
INFO:root:partial fitness = 7.807148
INFO:root:Starting generation: 4
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 7.243635
INFO:root:partial fitness = 4.958010
INFO:root:partial fitness = 6.380172
INFO:root:partial fitness = 6.380172
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 7.188723
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 8.014220
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 5.816542
INFO:root:partial fitness = 7.711794
INFO:root:Starting generation: 5
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 4.958010
INFO:root:partial fitness = 6.061153
INFO:root:partial fitness = 6.061153
INFO:root:partial fitness = 5.570621
INFO:root:partial fitness = 5.816542
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 6.662249
INFO:root:partial fitness = 5.816542
INFO:root:partial fitness = 9.092725
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 5.051667
INFO:root:partial fitness = 4.710792
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 5.816542
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 4.709539
INFO:root:Starting generation: 6
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 4.958010
INFO:root:partial fitness = 6.662249
INFO:root:partial fitness = 6.061153
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 6.061153
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 6.380172
INFO:root:partial fitness = 7.807148
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 5.424999
INFO:root:partial fitness = 5.051667
INFO:root:partial fitness = 8.517267
INFO:root:partial fitness = 7.243635
INFO:root:Starting generation: 7
INFO:root:partial fitness = 4.243170
INFO:root:partial fitness = 5.051667
INFO:root:partial fitness = 4.243170
INFO:root:partial fitness = 5.659535
INFO:root:partial fitness = 4.695992
INFO:root:partial fitness = 4.796185
INFO:root:partial fitness = 4.958010
INFO:root:partial fitness = 9.189454
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 5.051667
INFO:root:partial fitness = 4.695992
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 4.243170
INFO:root:partial fitness = 4.596118
INFO:root:Starting generation: 8
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.695992
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 4.796185
INFO:root:partial fitness = 5.051667
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 4.243170
INFO:root:partial fitness = 4.955623
INFO:root:partial fitness = 4.955623
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 4.596118
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 4.422762
INFO:root:Starting generation: 9
INFO:root:partial fitness = 4.166503
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.625161
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.598357
INFO:root:partial fitness = 4.598357
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.243170
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.778079
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 4.243170
INFO:root:partial fitness = 4.709539
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 4.628212
INFO:root:partial fitness = 4.628212
INFO:root:partial fitness = 4.628212
INFO:root:partial fitness = 4.243170
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 4.243170
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.435908
INFO:root:Starting generation: 10
INFO:root:partial fitness = 4.166503
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.166503
INFO:root:partial fitness = 4.243170
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 4.596093
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.243170
INFO:root:partial fitness = 4.166503
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 4.596093
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.166503
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.596093
INFO:root:partial fitness = 4.206045
INFO:root:Starting generation: 11
INFO:root:partial fitness = 4.162808
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.243170
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 4.162808
INFO:root:partial fitness = 4.162808
INFO:root:partial fitness = 4.422762
INFO:root:partial fitness = 4.422762
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 4.166503
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.243170
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.243170
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.422762
INFO:root:Starting generation: 12
INFO:root:partial fitness = 4.104354
INFO:root:partial fitness = 4.193038
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.166503
INFO:root:partial fitness = 4.435908
INFO:root:partial fitness = 4.166503
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.166503
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.173570
INFO:root:partial fitness = 4.173570
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.162808
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.162808
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.206045
INFO:root:partial fitness = 4.173570
INFO:root:partial fitness = 4.173570
INFO:root:partial fitness = 4.162808
INFO:root:partial fitness = 4.206045
