Forage: 2, 4, 2, 4, 2, 3, 1, 2, 3, 1, 3, 0, 0, 1, 2
Forage: 0, 1, 1, 3, 11, 11, 12, 13, 15, 10, 9, 11, 10, 7, 9
Forage: 0, 2, 2, 3, 8, 7, 5, 4, 12, 9, 8, 8, 4, 6, 10
Forage: 0, 0, 2, 8, 9, 15, 14, 14, 16, 16, 13, 12, 11, 11, 10
Forage: 0, 4, 7, 9, 8, 5, 5, 4, 3, 4, 4, 3, 5, 11, 10
Forage: 0, 4, 7, 5, 10, 5, 11, 4, 9, 6, 7, 6, 7, 6, 8
Forage: 0, 1, 4, 4, 4, 8, 5, 3, 4, 3, 3, 6, 9, 11, 7
Forage: 1, 2, 2, 7, 8, 14, 13, 11, 13, 15, 15, 21, 16, 17, 10
Forage: 3, 3, 8, 11, 4, 4, 6, 7, 4, 5, 10, 6, 10, 5, 6
Forage: 0, 2, 4, 4, 12, 11, 17, 11, 18, 18, 17, 16, 13, 15, 8
Forage: 4, 5, 3, 3, 5, 7, 6, 5, 5, 2, 8, 3, 4, 6, 2
Forage: 0, 3, 8, 9, 4, 10, 1, 5, 6, 4, 5, 5, 6, 7, 4
Forage: 0, 0, 4, 3, 8, 10, 8, 10, 13, 11, 17, 17, 12, 12, 11
Forage: 0, 1, 3, 4, 4, 7, 5, 5, 3, 4, 4, 7, 5, 5, 4
Forage: 0, 4, 2, 7, 10, 15, 14, 10, 13, 12, 10, 10, 12, 13, 8
Forage: 0, 2, 3, 6, 8, 6, 5, 5, 8, 3, 3, 3, 5, 4, 3
Forage: 0, 2, 3, 5, 8, 6, 7, 6, 7, 4, 4, 6, 2, 5, 5
Forage: 3, 6, 8, 10, 4, 2, 6, 4, 6, 3, 7, 4, 7, 4, 3
Forage: 0, 2, 1, 3, 9, 10, 8, 16, 12, 14, 14, 13, 14, 13, 11
Forage: 1, 1, 4, 3, 9, 10, 7, 4, 5, 2, 4, 3, 2, 0, 2
Forage: 8, 12, 10, 10, 9, 8, 7, 6, 8, 6, 6, 8, 9, 6, 12
Forage: 1, 1, 6, 5, 7, 3, 3, 3, 3, 8, 3, 6, 3, 5, 2
Forage: 0, 2, 0, 4, 5, 9, 7, 8, 8, 7, 7, 4, 10, 8, 5
Forage: 12, 11, 10, 15, 9, 14, 9, 9, 8, 10, 8, 8, 9, 8, 7
Forage: 0, 2, 2, 4, 3, 8, 7, 2, 6, 2, 3, 7, 6, 8, 7
Forage: 0, 1, 2, 9, 9, 10, 9, 11, 9, 6, 8, 6, 11, 11, 13
Forage: 0, 2, 3, 5, 7, 9, 6, 14, 7, 7, 6, 5, 5, 10, 4
Forage: 0, 0, 2, 2, 3, 10, 5, 6, 4, 10, 11, 7, 6, 7, 10
Forage: 0, 2, 5, 6, 11, 14, 12, 15, 15, 14, 14, 11, 9, 13, 15
Forage: 2, 3, 12, 8, 10, 14, 10, 15, 10, 11, 10, 10, 10, 9, 12
Forage: 2, 6, 7, 9, 4, 8, 2, 8, 2, 9, 5, 10, 4, 7, 6
Forage: 0, 0, 0, 1, 2, 3, 8, 7, 8, 3, 6, 11, 4, 4, 3
Forage: 0, 3, 2, 6, 4, 1, 2, 1, 2, 0, 1, 1, 1, 1, 4
Forage: 0, 2, 1, 3, 5, 8, 10, 7, 5, 6, 1, 1, 6, 4, 8
Forage: 0, 2, 4, 9, 12, 12, 12, 10, 12, 11, 8, 9, 9, 8, 8
Forage: 0, 2, 1, 8, 7, 9, 9, 12, 11, 13, 11, 8, 11, 9, 8
Forage: 12, 15, 16, 10, 17, 6, 12, 7, 9, 12, 11, 9, 8, 8, 6
Forage: 0, 0, 2, 0, 3, 3, 9, 12, 13, 13, 14, 13, 12, 10, 6
Forage: 2, 3, 5, 9, 7, 7, 4, 2, 4, 6, 5, 7, 3, 7, 4
Forage: 0, 0, 2, 3, 7, 4, 5, 6, 5, 6, 3, 2, 6, 6, 5
Forage: 0, 0, 2, 1, 2, 6, 10, 8, 4, 9, 8, 13, 11, 14, 11
Forage: 0, 4, 3, 7, 8, 6, 8, 13, 10, 8, 3, 5, 4, 11, 6
Forage: 0, 1, 3, 4, 3, 6, 6, 8, 7, 11, 8, 11, 15, 17, 12
Forage: 0, 2, 3, 3, 7, 4, 4, 2, 4, 4, 3, 2, 0, 3, 1
Forage: 2, 3, 11, 10, 14, 14, 14, 10, 14, 10, 12, 13, 11, 7, 13
Forage: 0, 0, 4, 5, 5, 3, 3, 6, 6, 9, 6, 14, 9, 7, 8
Forage: 2, 2, 2, 4, 2, 2, 1, 0, 1, 0, 0, 0, 0, 0, 2
Forage: 1, 1, 7, 6, 9, 9, 10, 11, 13, 11, 14, 11, 16, 19, 13
Forage: 2, 2, 8, 7, 4, 8, 10, 8, 6, 7, 6, 8, 6, 3, 5
Forage: 10, 12, 16, 19, 10, 18, 16, 12, 10, 14, 6, 8, 11, 7, 9
