tags_collected, collisions_in_seconds, time_in_minutes, random_seed
359, 423.266, 3.06771, 869846
359, 453.844, 3.02656, 277769
359, 428.125, 3.06823, 178237
359, 491.609, 3.20469, 319947
359, 437.75, 3.11094, 908706
359, 530.719, 3.3599, 886368
359, 458.734, 3.08646, 414216
359, 448.844, 3.10677, 148020
359, 470.641, 3.14583, 245054
359, 457.094, 3.2375, 280988
359, 497.484, 3.21146, 948301
359, 439.984, 3.08958, 350557
359, 429.672, 3.02708, 107452
359, 474.297, 3.24948, 692433
359, 462.219, 3.17552, 497194
359, 487.094, 3.17604, 767249
359, 461.297, 3.11094, 128752
359, 468.391, 3.25208, 992145
359, 447.859, 3.13698, 903649
359, 455.531, 3.12083, 889863
359, 501.844, 3.14635, 848029
359, 492.016, 3.21875, 806156
360, 466.75, 3.22865, 421590
359, 465.453, 3.23438, 50102
359, 491.125, 3.29948, 96635
359, 487.828, 3.17396, 342072
359, 460.406, 3.1401, 717917
359, 431.359, 3.03229, 829614
359, 461.469, 3.15469, 408250
359, 426.75, 3.02031, 729475
