4821.38, 8809.88
4688, 9406.75
4580.38, 9137.12
4685.91, 9272.34
4472.88, 8639.38
4476.94, 8717.06
4621.03, 8245.22
4534.72, 9028.28
4778.66, 9209.59
4687.72, 9173.03
4884.38, 8583.38
4659.19, 8630.06
4795.75, 8942.75
4503.12, 8963.12
4818, 9147
4653.72, 8808.78
4495.16, 8877.34
4871.62, 9994.12
4599.19, 9018.56
4613.91, 9423.84
4587.94, 8885.81
4559.56, 9194.69
4986.56, 8884.69
4828.47, 9444.03
4532.06, 8525.44
4754.75, 9066.25
4646.47, 9386.03
4561.72, 9014.78
4735.03, 9037.97
4841.44, 9614.81
