tags_collected, collisions_in_seconds, time_in_minutes, random_seed
157, 76.6562, 10, 337946
159, 77.1094, 10, 57383
155, 78.4219, 10, 857373
165, 71.0469, 10, 523020
165, 74.7812, 10, 197708
161, 81.1875, 10, 937717
149, 81.9062, 10, 596315
159, 80.1875, 10, 244897
156, 77.2656, 10, 878917
161, 57.0938, 10, 618433
159, 68.2031, 10, 275571
156, 61.4531, 10, 29108
167, 77.0312, 10, 751830
157, 70.2188, 10, 391131
160, 68.6875, 10, 132010
164, 82.7188, 10, 781635
154, 66.5, 10, 488754
153, 74.1562, 10, 183902
157, 81.5781, 10, 899208
156, 63.7969, 10, 647604
163, 68.6406, 10, 287687
154, 74.5938, 10, 975953
151, 84.0156, 10, 613026
155, 73.2031, 10, 323225
158, 70.75, 10, 56916
158, 67.1719, 10, 684208
154, 58.6406, 10, 356885
159, 66.9219, 10, 22310
160, 73.75, 10, 778482
156, 79.2188, 10, 430418
