5611.88, 9611.62
5413.44, 9203.31
5616.25, 9211.25
5490.16, 9328.34
5195.69, 9628.06
5477.53, 9064.97
5363.16, 9349.59
5210.22, 9150.78
5721.47, 9517.03
5471.47, 9285.53
5514.5, 9473.5
5510.72, 9489.28
5456.19, 9654.06
5315.53, 9450.47
5370.25, 9282.5
5291.94, 9333.06
5644.84, 9532.91
5776.59, 9866.16
5488.97, 9739.03
5289.75, 9382.5
5353.41, 9188.34
5486.56, 9358.19
5267.84, 9365.41
5458.84, 9080.66
12566.9, 13119.8
5547.53, 9340.72
5532.78, 9220.47
5300, 9198.25
5364.84, 9545.91
5542.06, 9646.94
