tags_collected, collisions_in_seconds, time_in_minutes, random_seed
384, 231.297, 15, 455956
394, 235.703, 15, 422238
378, 193.266, 15, 279059
373, 216.484, 15, 436158
395, 213.625, 15, 579403
397, 212, 15, 871618
384, 220.797, 15, 544946
376, 211.734, 15, 405311
388, 207.141, 15, 595443
380, 215.984, 15, 708367
371, 219.562, 15, 354517
384, 197.375, 15, 722512
369, 222.172, 15, 181072
381, 197.438, 15, 213243
391, 209.109, 15, 473251
378, 200.797, 15, 136297
381, 215.922, 15, 793860
381, 226.5, 15, 308144
386, 198.656, 15, 718784
380, 210.297, 15, 545314
386, 218.906, 15, 125670
377, 224.312, 15, 490458
381, 210.047, 15, 739305
400, 186.203, 15, 49013
373, 230.609, 15, 234374
387, 226.078, 15, 75848
383, 213.75, 15, 147582
391, 218.078, 15, 908717
396, 213.562, 15, 179317
379, 207.109, 15, 494257
