tags_collected, collisions_in_seconds, time_in_minutes, random_seed
433, 195.281, 15, 99123
433, 180.391, 15, 969908
436, 194.641, 15, 791486
428, 177.656, 15, 399322
426, 185.328, 15, 872669
428, 168.703, 15, 900170
436, 176.922, 15, 168934
423, 181.266, 15, 669467
440, 173.766, 15, 440605
422, 161.062, 15, 641975
430, 167.594, 15, 369834
435, 175.734, 15, 264177
442, 177.125, 15, 199629
426, 200.234, 15, 909142
438, 203.5, 15, 178036
440, 170.781, 15, 317762
428, 176.984, 15, 892721
439, 168.125, 15, 729724
429, 203.016, 15, 483530
421, 168.328, 15, 683392
419, 180.594, 15, 625389
441, 182.188, 15, 525647
432, 182.969, 15, 521303
418, 164.25, 15, 824038
420, 147.531, 15, 456009
421, 171.844, 15, 647591
429, 153.203, 15, 233631
428, 186.391, 15, 680772
443, 158.016, 15, 282483
437, 165.75, 15, 321755
