tags_collected, collisions_in_seconds, time_in_minutes, random_seed
420, 192.469, 15, 479587
435, 190, 15, 400658
441, 182.078, 15, 232960
444, 177.875, 15, 935033
421, 204.188, 15, 988926
429, 182.312, 15, 20829
430, 174.109, 15, 134941
433, 180.453, 15, 434849
422, 198.172, 15, 398459
428, 192.656, 15, 719102
417, 177.891, 15, 845154
437, 179, 15, 695057
419, 167.391, 15, 359696
414, 197.453, 15, 253418
433, 173.125, 15, 154619
429, 182.266, 15, 131087
414, 184.719, 15, 995052
438, 180.5, 15, 613992
437, 211.344, 15, 369488
423, 182.172, 15, 83342
432, 203.656, 15, 100648
427, 177.547, 15, 312981
420, 173.766, 15, 514248
446, 167.578, 15, 553720
421, 179.812, 15, 826891
432, 187.828, 15, 816922
434, 198.547, 15, 759125
431, 188.953, 15, 431470
420, 171.797, 15, 162864
425, 158.688, 15, 82375
