tags_collected, collisions_in_seconds, time_in_minutes, random_seed
383, 234.984, 15, 251091
389, 210.578, 15, 330956
402, 220.25, 15, 475733
381, 224.781, 15, 990923
399, 224.031, 15, 335054
362, 230.156, 15, 213096
367, 201.031, 15, 745516
391, 203.938, 15, 546493
380, 227.594, 15, 160921
381, 206.531, 15, 642229
382, 211.656, 15, 18208
361, 192.953, 15, 395404
378, 229.938, 15, 361100
377, 176.078, 15, 48226
375, 198.906, 15, 734779
382, 193.953, 15, 535512
385, 228.906, 15, 255600
391, 199.609, 15, 786364
375, 228.969, 15, 197649
382, 218.906, 15, 648527
381, 218.312, 15, 92215
387, 222.031, 15, 821204
387, 214.531, 15, 616918
386, 228.938, 15, 651241
373, 225.5, 15, 417836
389, 207.219, 15, 833457
376, 217.719, 15, 576709
377, 220.969, 15, 715542
385, 196.922, 15, 69631
389, 212, 15, 968045
