tags_collected, collisions_in_seconds, time_in_minutes, random_seed
74, 3.73438, 10, 684104
82, 3.5, 10, 194380
77, 2.75, 10, 681088
77, 2.98438, 10, 118769
69, 4.98438, 10, 545580
77, 3.125, 10, 942578
86, 1.98438, 10, 456035
77, 3.26562, 10, 710826
82, 1.95312, 10, 36599
69, 5.34375, 10, 324721
72, 2.875, 10, 694445
71, 4.98438, 10, 56725
72, 1.71875, 10, 374504
72, 2.42188, 10, 790083
78, 4.09375, 10, 109515
71, 6.79688, 10, 467739
70, 3.4375, 10, 764154
74, 2.71875, 10, 99680
82, 4.54688, 10, 562018
71, 2.82812, 10, 862482
75, 2.28125, 10, 171298
73, 2.75, 10, 482785
79, 3.875, 10, 788419
78, 3.875, 10, 213445
63, 2.04688, 10, 542093
80, 0.59375, 10, 978023
72, 1.40625, 10, 305917
80, 4.10938, 10, 621620
83, 4.92188, 10, 943399
72, 0.8125, 10, 298558
