11679.8, 74720.2
17264.5, 69135.5
22027, 64373
16677.7, 69722.3
18390, 68010
18726.7, 67673.3
18050.7, 68349.3
13657, 72743
14033.5, 72366.5
12912.5, 73487.5
26615.9, 59784.1
16999.4, 69400.6
22340.8, 64059.2
19216.1, 67183.9
17818.8, 68581.2
22211.2, 64188.8
11513.7, 74886.3
17217.1, 69182.9
17380.4, 69019.6
26870.2, 59529.8
20293.3, 66106.7
12624.8, 73775.2
13082.9, 73317.1
20290.8, 66109.2
19734.7, 66665.3
13977.1, 72422.9
20703.8, 65696.2
18766.7, 67633.3
20101.5, 66298.5
14433.9, 71966.1
15429.2, 70970.8
22397.8, 64002.2
21004, 65396
16241.4, 70158.6
22070.2, 64329.8
16801, 69599
18903.5, 67496.5
12471, 73929
20099.5, 66300.5
21432.3, 64967.7
21696.7, 64703.3
17471.9, 68928.1
26018.8, 60381.2
19377.8, 67022.2
14382.8, 72017.2
14853.8, 71546.2
17632.1, 68767.9
11966.3, 74433.7
17021.9, 69378.1
19388.4, 67011.6
21884, 64516
16939.3, 69460.7
20037.3, 66362.7
25413.8, 60986.2
15487, 70913
14925.5, 71474.5
23410.5, 62989.5
20080.3, 66319.7
18255.6, 68144.4
19024, 67376
20252.8, 66147.2
21841.6, 64558.4
20722.1, 65677.9
25816.1, 60583.9
18377.3, 68022.7
22563.4, 63836.6
22321.1, 64078.9
20899.9, 65500.1
19503.4, 66896.6
12763.5, 73636.5
22354.8, 64045.2
17603.7, 68796.3
20061, 66339
21236.6, 65163.4
15747.2, 70652.8
19981.9, 66418.1
15823.2, 70576.8
10683.5, 75716.5
18303, 68097
17734.7, 68665.3
16184.3, 70215.7
19924.8, 66475.2
18368.3, 68031.7
17248.7, 69151.3
15211.4, 71188.6
23110.9, 63289.1
12168.6, 74231.4
20348.2, 66051.8
22870.4, 63529.6
18539.4, 67860.6
15035.2, 71364.8
20318.7, 66081.3
22345.6, 64054.4
13583.6, 72816.4
18582.2, 67817.8
15785.9, 70614.1
19204.1, 67195.9
21728.4, 64671.6
14432.1, 71967.9
18334.3, 68065.7
10995.5, 75404.5
19427.4, 66972.6
15165.7, 71234.3
