tags_collected, collisions_in_seconds, time_in_minutes, random_seed
296, 74.4688, 10, 603029
309, 64.375, 10, 485230
296, 89.1094, 10, 793274
290, 61, 10, 826999
306, 73.0625, 10, 768941
274, 82.0312, 10, 659551
316, 94.5312, 10, 114491
279, 62.9062, 10, 316634
280, 60.1094, 10, 530006
287, 90.5938, 10, 739301
301, 65.8594, 10, 303788
300, 69.9062, 10, 24660
290, 65.2188, 10, 742000
276, 68.9688, 10, 402115
305, 58.6562, 10, 796067
296, 105.844, 10, 133
284, 82.9531, 10, 988285
291, 69.625, 10, 100140
281, 65.4062, 10, 402410
303, 97.0156, 10, 364267
293, 67.8906, 10, 510769
282, 131.312, 10, 921577
296, 65.6875, 10, 150134
356, 148.312, 10, 764268
283, 76.0625, 10, 839552
292, 77.0156, 10, 172657
308, 55.9531, 10, 903572
279, 72.8281, 10, 121003
275, 53.25, 10, 575814
276, 49.125, 10, 848449
