Forage: 22, 36, 30, 34, 28, 27, 30, 28, 33, 28
Forage: 25, 33, 32, 30, 36, 28, 28, 31, 36, 30
Forage: 28, 34, 37, 32, 22, 27, 36, 30, 23, 27
Forage: 34, 33, 32, 34, 28, 23, 30, 25, 27, 24
Forage: 30, 29, 33, 33, 29, 32, 32, 28, 30, 30
Forage: 22, 30, 28, 38, 26, 28, 28, 24, 23, 27
Forage: 30, 29, 31, 30, 29, 36, 36, 38, 31, 26
Forage: 31, 29, 33, 33, 29, 25, 19, 31, 22, 27
Forage: 20, 41, 28, 32, 27, 22, 34, 29, 22, 25
Forage: 22, 32, 30, 34, 28, 26, 23, 33, 25, 34
Forage: 25, 32, 39, 30, 30, 28, 31, 28, 26, 32
Forage: 23, 40, 36, 31, 28, 34, 30, 26, 29, 23
Forage: 27, 37, 31, 30, 27, 28, 33, 23, 28, 26
Forage: 24, 35, 27, 29, 30, 30, 30, 27, 20, 24
Forage: 34, 34, 31, 27, 35, 28, 31, 31, 34, 20
Forage: 28, 40, 24, 21, 31, 30, 32, 31, 29, 30
Forage: 27, 29, 30, 28, 33, 28, 29, 28, 21, 31
Forage: 19, 33, 33, 39, 33, 27, 31, 29, 23, 24
Forage: 28, 37, 29, 35, 21, 29, 28, 23, 23, 28
Forage: 27, 38, 33, 27, 34, 37, 31, 27, 25, 24
Forage: 25, 31, 33, 37, 26, 30, 30, 27, 22, 32
Forage: 24, 31, 29, 30, 31, 32, 28, 32, 22, 23
Forage: 22, 33, 34, 27, 26, 28, 31, 30, 34, 31
Forage: 34, 39, 33, 39, 34, 38, 40, 38, 38, 23
Forage: 23, 41, 30, 29, 34, 29, 19, 28, 24, 26
Forage: 29, 28, 39, 32, 32, 33, 25, 25, 22, 27
Forage: 31, 35, 33, 31, 26, 31, 40, 28, 22, 31
Forage: 28, 34, 27, 33, 25, 24, 31, 26, 24, 27
Forage: 29, 32, 27, 29, 26, 26, 26, 26, 25, 29
Forage: 20, 40, 29, 29, 29, 31, 24, 25, 23, 26
