tags_collected, collisions_in_seconds, time_in_minutes, random_seed
1052, 259.281, 10, 894167
1157, 257.688, 10, 655351
1105, 388.922, 10, 793610
1090, 436.391, 10, 341200
1091, 239.609, 10, 286341
1113, 229.156, 10, 24208
1001, 256.5, 10, 326495
1114, 310.906, 10, 292462
1134, 326.188, 10, 245980
1038, 266.125, 10, 860551
1166, 425.422, 10, 837535
1168, 244.344, 10, 688941
1134, 454.906, 10, 935393
1003, 447.625, 10, 848569
1074, 457.125, 10, 507423
1120, 390.078, 10, 360476
1096, 444.297, 10, 135123
1100, 382.656, 10, 639519
1093, 287.078, 10, 418325
1074, 457.359, 10, 886935
1080, 290.453, 10, 438730
1130, 320.188, 10, 777184
1053, 277.219, 10, 147300
1127, 244.391, 10, 63484
1172, 313.094, 10, 274940
1104, 262.219, 10, 911100
1138, 292.078, 10, 49638
1083, 235.5, 10, 853674
1117, 269.375, 10, 871768
1133, 289, 10, 107691
