tags_collected, collisions_in_seconds, time_in_minutes, random_seed
390, 79.0156, 10, 665662
376, 93.0156, 10, 739943
388, 95.875, 10, 575911
394, 94.1406, 10, 375510
394, 84.25, 10, 207861
387, 95.3125, 10, 856998
389, 101, 10, 435314
384, 80.9375, 10, 365626
384, 103.453, 10, 143031
401, 90.0156, 10, 842788
384, 89.4688, 10, 509705
384, 89.4219, 10, 196919
377, 91.0156, 10, 716861
382, 85.7031, 10, 463502
391, 102.297, 10, 115926
380, 85.0156, 10, 46286
389, 80.0625, 10, 760335
393, 87.2031, 10, 489490
389, 85.5625, 10, 181632
406, 103.562, 10, 964560
397, 83.4375, 10, 520545
404, 75.9531, 10, 174797
393, 98.4375, 10, 665208
387, 78.6094, 10, 309248
380, 91.1719, 10, 111434
406, 88.9062, 10, 774116
382, 84.0781, 10, 380142
379, 91.1875, 10, 191728
379, 88.6562, 10, 93059
376, 94.2812, 10, 798944
