Forage: 14, 15, 17, 15, 8, 15, 22, 22, 28, 23
Forage: 14, 15, 20, 12, 13, 22, 25, 23, 21, 23
Forage: 13, 17, 26, 19, 18, 15, 19, 18, 15, 17
Forage: 15, 22, 16, 16, 12, 23, 14, 27, 25, 15
Forage: 10, 16, 18, 18, 20, 26, 16, 22, 16, 17
Forage: 23, 29, 32, 31, 25, 29, 18, 28, 24, 26
Forage: 18, 16, 21, 23, 20, 13, 16, 24, 23, 28
Forage: 22, 25, 23, 22, 23, 27, 22, 17, 16, 16
Forage: 10, 21, 18, 22, 26, 22, 16, 18, 15, 16
Forage: 20, 18, 32, 25, 18, 25, 22, 19, 32, 31
Forage: 13, 14, 22, 24, 27, 25, 21, 16, 17, 20
Forage: 8, 14, 14, 21, 18, 26, 23, 28, 17, 25
Forage: 15, 20, 26, 22, 26, 22, 20, 21, 19, 19
Forage: 17, 16, 22, 22, 25, 23, 23, 19, 25, 30
Forage: 8, 19, 17, 18, 6, 17, 13, 12, 20, 14
Forage: 13, 17, 16, 18, 20, 18, 15, 15, 19, 22
Forage: 13, 10, 16, 29, 14, 16, 30, 23, 24, 25
Forage: 9, 24, 16, 11, 13, 21, 18, 16, 27, 24
Forage: 17, 19, 23, 17, 24, 19, 26, 25, 23, 22
Forage: 15, 24, 17, 23, 29, 32, 33, 30, 28, 19
Forage: 15, 20, 23, 13, 30, 21, 30, 29, 22, 16
Forage: 18, 19, 18, 23, 29, 21, 23, 21, 19, 19
Forage: 9, 14, 25, 31, 22, 19, 18, 22, 18, 16
Forage: 13, 20, 23, 28, 15, 25, 20, 16, 24, 22
Forage: 15, 15, 17, 26, 24, 21, 23, 17, 13, 21
Forage: 15, 22, 9, 22, 14, 20, 18, 19, 31, 33
Forage: 17, 12, 15, 19, 12, 15, 12, 18, 18, 14
Forage: 16, 17, 21, 16, 15, 19, 16, 21, 22, 20
Forage: 11, 23, 8, 19, 23, 22, 22, 21, 18, 19
Forage: 14, 21, 23, 22, 18, 14, 20, 22, 15, 16
