tags_collected, collisions_in_seconds, time_in_minutes, random_seed
52, 7.5, 10, 83915
62, 10.0469, 10, 88665
39, 7.5625, 10, 48135
64, 11, 10, 40571
38, 12.125, 10, 3325
47, 5.89062, 10, 957369
39, 11.2031, 10, 964086
65, 8.6875, 10, 985010
33, 1.78125, 10, 851703
45, 10.9375, 10, 869855
49, 3.5625, 10, 810347
67, 16.3906, 10, 829940
33, 5.875, 10, 323691
44, 7.01562, 10, 394779
62, 12.8906, 10, 644408
65, 8.98438, 10, 683043
46, 6.70312, 10, 756273
51, 4.92188, 10, 801164
33, 6.95312, 10, 900128
56, 9.29688, 10, 46959
34, 3.89062, 10, 986141
41, 8.17188, 10, 135057
47, 4.70312, 10, 198603
46, 5.1875, 10, 224626
46, 63.9062, 10, 468625
55, 12.1406, 10, 992621
68, 21.5, 10, 905456
73, 11.4375, 10, 798863
54, 6.32812, 10, 638317
39, 8.23438, 10, 581428
