tags_collected, collisions_in_seconds, time_in_minutes, random_seed
765, 242.844, 10, 548496
807, 212.766, 10, 701168
856, 190.828, 10, 552279
787, 236.156, 10, 21773
819, 235.484, 10, 947658
886, 509.109, 10, 644368
810, 211.781, 10, 242091
845, 298.016, 10, 78715
762, 353.672, 10, 605351
839, 318.781, 10, 746235
847, 248.766, 10, 781583
779, 251.891, 10, 707285
869, 378.453, 10, 355772
852, 205.391, 10, 200535
876, 293.875, 10, 792883
810, 266.391, 10, 417571
845, 421.641, 10, 837027
806, 205.938, 10, 845362
836, 234.422, 10, 56638
850, 231.844, 10, 789179
922, 294.438, 10, 715682
865, 324.328, 10, 922627
816, 236.328, 10, 542213
817, 312.875, 10, 643830
750, 183.719, 10, 549622
812, 248.984, 10, 524283
829, 305.547, 10, 377942
853, 284.359, 10, 273126
777, 197.953, 10, 107589
841, 354.844, 10, 954559
