Forage: 171, 193, 174, 155, 150, 139, 155, 138, 128, 121
Forage: 171, 200, 174, 167, 152, 153, 137, 135, 130, 135
Forage: 188, 200, 179, 158, 160, 149, 153, 127, 131, 132
Forage: 179, 192, 170, 157, 150, 148, 132, 132, 129, 137
Forage: 182, 183, 179, 176, 152, 133, 134, 134, 136, 121
Forage: 183, 200, 176, 164, 156, 143, 144, 128, 137, 127
Forage: 174, 194, 178, 154, 161, 148, 137, 128, 130, 115
Forage: 176, 202, 174, 170, 146, 139, 138, 131, 133, 127
Forage: 180, 198, 172, 163, 154, 130, 145, 139, 120, 129
Forage: 176, 214, 175, 163, 148, 151, 146, 140, 135, 134
Forage: 171, 197, 179, 160, 144, 139, 146, 129, 122, 136
Forage: 176, 203, 167, 165, 151, 157, 133, 137, 125, 113
Forage: 174, 200, 166, 168, 156, 133, 137, 136, 129, 130
Forage: 175, 199, 185, 154, 159, 143, 145, 136, 123, 126
Forage: 176, 191, 182, 160, 158, 142, 145, 115, 133, 111
Forage: 194, 182, 166, 157, 151, 145, 149, 146, 128, 124
Forage: 176, 198, 179, 160, 164, 150, 135, 128, 124, 137
Forage: 173, 202, 169, 162, 149, 146, 142, 138, 140, 131
Forage: 182, 188, 174, 160, 157, 134, 146, 142, 130, 126
Forage: 176, 204, 173, 161, 152, 157, 134, 141, 124, 116
Forage: 183, 193, 177, 154, 163, 141, 144, 139, 136, 127
Forage: 180, 192, 183, 163, 147, 149, 144, 131, 130, 126
Forage: 180, 198, 176, 160, 149, 148, 129, 138, 127, 126
Forage: 187, 190, 171, 164, 148, 146, 133, 139, 120, 124
Forage: 174, 194, 177, 157, 152, 142, 128, 135, 134, 120
Forage: 186, 193, 171, 168, 149, 142, 135, 127, 132, 124
Forage: 172, 203, 173, 151, 152, 152, 140, 134, 122, 133
Forage: 184, 204, 177, 160, 152, 143, 147, 129, 131, 118
Forage: 177, 194, 173, 174, 149, 151, 146, 136, 136, 117
Forage: 181, 186, 172, 173, 148, 149, 138, 135, 130, 123
