5752.03, 8647.97
5575.72, 8824.28
5781.25, 8618.75
5721.84, 8678.16
5689.44, 8710.56
5692.88, 8707.12
5658.41, 8741.59
5727.34, 8672.66
5820.47, 8579.53
5689.62, 8710.38
5695.66, 8704.34
5725.03, 8674.97
5768.59, 8631.41
5801, 8599
5640.03, 8759.97
5699.53, 8700.47
5625.41, 8774.59
5701.09, 8698.91
5585.47, 8814.53
5782.25, 8617.75
5776.41, 8623.59
5864.28, 8535.72
5794.41, 8605.59
5640.69, 8759.31
5753.5, 8646.5
5576.78, 8823.22
5637.94, 8762.06
5739.66, 8660.34
5648.16, 8751.84
5826.31, 8573.69
