tags_collected, collisions_in_seconds, time_in_minutes, random_seed
434, 102.875, 10, 386256
438, 100.125, 10, 371634
434, 104.906, 10, 852869
404, 105.531, 10, 216532
444, 94.1719, 10, 756074
448, 94.3125, 10, 713434
445, 109.656, 10, 191884
444, 85.2656, 10, 43669
426, 108.562, 10, 758924
437, 91.9062, 10, 639031
460, 86.3906, 10, 305060
439, 94.5625, 10, 308406
434, 93.7812, 10, 494681
436, 98.8594, 10, 687934
433, 126.031, 10, 6909
435, 96.8906, 10, 709391
431, 110.75, 10, 722911
435, 87.9219, 10, 403198
441, 82.9844, 10, 75934
427, 84.875, 10, 638435
414, 100.688, 10, 39752
441, 110.422, 10, 281436
435, 100.953, 10, 524690
434, 115.938, 10, 868760
422, 88.0312, 10, 312065
457, 98.1406, 10, 710091
433, 104.109, 10, 323122
428, 95.3438, 10, 840614
451, 103.484, 10, 545417
457, 93.7031, 10, 926017
