tags_collected, collisions_in_seconds, time_in_minutes, random_seed
359, 60.0938, 16.8854, 112917
359, 48.6719, 17.3781, 667905
359, 46.2656, 18.1958, 547983
359, 38.8594, 18.2188, 900328
359, 43.7656, 16.7344, 428428
359, 48.625, 17.5307, 854370
359, 43.5, 16.4615, 784058
359, 45.7969, 18.5208, 857186
359, 56.4531, 17.7359, 519881
359, 46.6875, 17.5005, 777001
359, 62.9531, 18.5146, 933383
359, 51.0156, 16.6906, 673187
359, 55.0938, 19.0125, 966346
359, 48.2969, 17.7609, 111024
359, 56.5156, 17.7885, 208598
359, 56.1094, 17.2865, 391350
359, 43, 16.7146, 207334
360, 48.0938, 17.9937, 766670
359, 51.5781, 17.2719, 592830
359, 51.4375, 17.4948, 252056
359, 45.0938, 17.1104, 178758
359, 46.2969, 17.5766, 752349
359, 58.2344, 17.5781, 741909
359, 53.8438, 18.8495, 945590
359, 65.1719, 17.5734, 890910
359, 53.1094, 17.6521, 725069
359, 53.625, 18.5755, 632239
359, 56.3906, 17.4724, 399872
359, 48.125, 16.8901, 292891
359, 50.9375, 18.1078, 529745
