tags_collected, collisions_in_seconds, time_in_minutes, random_seed
508, 559.125, 4.33333, 900485
511, 792.344, 6.125, 414392
510, 592.578, 4.59167, 614157
511, 747.391, 5.55, 700336
511, 667.188, 5.275, 369105
511, 749.047, 5.85833, 78843
510, 691.234, 5.04167, 284470
511, 763.859, 5.68333, 297342
511, 864.594, 6.21667, 502254
511, 1335.11, 9.9, 577023
511, 869.328, 6.15, 891899
509, 684.297, 5.39167, 962134
511, 1066.89, 7.975, 443112
509, 749.5, 5.53333, 315015
509, 727.766, 5.375, 439103
511, 739.828, 5.55833, 499661
511, 755.547, 5.9, 450286
511, 682.547, 5.2, 390717
510, 725.453, 5.38333, 579179
511, 1017.53, 7.51667, 952980
508, 628.656, 4.65, 619293
511, 890.766, 6.80833, 472017
508, 662.641, 5.01667, 1693
510, 709.984, 5.33333, 897468
508, 620.344, 4.65, 107225
510, 615.062, 4.7, 252409
510, 589.922, 4.66667, 138744
511, 761.438, 6.05, 904455
510, 611.703, 4.75, 380102
511, 999.531, 7.49167, 814069
