tags_collected, collisions_in_seconds, time_in_minutes, random_seed
509, 474.094, 6.58333, 640639
511, 663.953, 10, 592935
511, 550.016, 7.63333, 173968
511, 451.859, 6.34167, 610844
511, 607.578, 8.68333, 613313
511, 463.484, 6.5, 496846
511, 459.531, 6.75, 646881
510, 458.266, 6.275, 148587
511, 635.234, 8.44167, 674242
511, 442.312, 6.43333, 353591
511, 511.688, 7.65833, 621429
511, 456.844, 6.81667, 293715
508, 420.469, 6.01667, 348511
511, 503.125, 7.25833, 203044
511, 577.75, 7.86667, 183332
510, 587.156, 8.43333, 72968
511, 480.016, 6.51667, 194737
511, 598.844, 8.275, 319588
511, 596.516, 8.675, 393745
511, 563.625, 7.70833, 312496
510, 657.766, 9.21667, 137406
511, 579.812, 8.425, 625124
509, 482.688, 7, 700865
508, 466.906, 6.41667, 766157
510, 492.312, 7.09167, 86286
511, 548.031, 8.14167, 954642
510, 467.203, 6.61667, 735163
511, 533.375, 8.075, 539613
511, 594.484, 8.3, 87080
511, 699.75, 10, 385051
