tags_collected, collisions_in_seconds, time_in_minutes, random_seed
359, 20.5312, 64.6865, 147145
359, 30.3281, 65.2411, 816850
359, 28.2969, 65.2297, 631215
359, 26.8906, 66.6781, 480204
359, 28.1094, 66.5344, 119748
359, 25.2656, 68.4531, 392826
359, 25.7344, 63.4172, 378817
359, 28.9688, 68.2719, 264342
359, 24.5781, 67.1443, 238357
359, 21.4375, 63.3859, 74145
359, 25.375, 61.912, 176975
359, 22.6875, 63.6292, 55975
359, 28.9375, 62.3781, 395974
359, 34.4531, 66.0479, 342893
359, 33.2031, 69.2552, 732166
359, 28.2031, 64.7651, 368710
359, 26.7656, 66.0896, 596899
359, 27.6875, 63.4583, 32038
359, 22.25, 64.4833, 684024
359, 32.7656, 66.3922, 820299
359, 26.1875, 63.2604, 107387
359, 25.6875, 60.824, 614764
359, 35.1719, 70.3312, 779226
359, 25.5781, 65.7677, 863796
359, 28.7812, 66.6479, 79428
359, 20.6562, 63.0839, 815383
359, 28.6094, 62.1203, 21102
359, 24.8281, 63.7422, 778120
359, 37.75, 71.699, 245481
359, 30.7812, 66.0396, 943254
