4901, 14683
4339.22, 14333.5
4616.78, 14470.7
4743.75, 13945.5
5012.88, 12459.1
6252.38, 12891.4
3941.19, 17658.8
4196.28, 13256.2
4830.94, 14519.8
3935.34, 11596.4
4599.91, 15248.8
4141.84, 17458.2
4239.34, 12319.9
4173.25, 14117
4172.5, 15853.2
3837.91, 17762.1
4679.72, 15364
4485.75, 14877
3605.25, 15277.5
5157.56, 14622.9
4192.16, 12120.3
4690.41, 13547.3
4400.88, 15032.4
5325.62, 16274.4
4244.41, 14146.3
5101.09, 12514.9
4003.5, 12747.8
4594.31, 17005.7
4357.81, 12370.9
4763.62, 16520.6
4141.16, 15574.8
3974.31, 14938.4
5249, 14100.2
9274.69, 12325.3
3991.5, 11447.2
4617.84, 10361.9
5216.97, 13225.5
3888.19, 12776.1
4556.31, 13988.9
4383.88, 13751.9
4138.38, 17461.6
4547, 13435
4308.19, 11598.6
4601.16, 12841.6
4294.62, 15932.1
4176.75, 14764.5
4917.81, 15214.4
5149.53, 13049.2
4238.66, 17361.3
4087.84, 15358.2
