Forage: 0, 3, 2, 12, 11, 16, 16, 20, 20, 19, 15, 16, 14, 12, 8
Forage: 0, 2, 7, 8, 13, 14, 17, 14, 23, 15, 15, 18, 14, 16, 17
Forage: 7, 8, 16, 15, 20, 21, 18, 10, 21, 18, 16, 13, 15
Forage: 0, 0, 0, 1, 3, 6, 5, 7, 13, 11, 13, 12, 8, 9, 10
Forage: 0, 0, 1, 1, 4, 4, 5, 10, 8, 9, 16, 10, 18, 13, 16
Forage: 0, 0, 1, 0, 3, 8, 12, 13, 13, 10, 12, 15, 14, 17, 16
Forage: 0, 3, 4, 8, 11, 11, 13, 12, 12, 8, 13, 12, 15, 11, 15
Forage: 0, 2, 3, 8, 20, 20, 17, 14, 18, 16, 17, 15, 8, 13, 12
Forage: 5, 11, 9, 13, 12, 14, 11, 17, 17, 10, 24, 14, 20, 17
Forage: 0, 1, 1, 4, 6, 9, 9, 18, 19, 15, 17, 20, 14, 15, 10
Forage: 1, 1, 5, 6, 11, 15, 9, 12, 14, 13, 14, 16, 12, 13, 14
Forage: 0, 0, 1, 7, 9, 13, 23, 19, 16, 18, 22, 19, 13, 15, 16
Forage: 0, 1, 1, 3, 10, 11, 20, 16, 20, 19, 19, 20, 22, 17, 22
Forage: 3, 6, 6, 3, 6, 7, 9, 6, 12, 11, 16, 7, 16, 11, 9
Forage: 3, 3, 6, 10, 13, 11, 12, 13, 13, 11, 10, 13, 9, 12, 13
Forage: 4, 10, 12, 11, 13, 18, 11, 15, 10, 15, 13, 13, 9, 11, 10
Forage: 0, 1, 2, 3, 6, 9, 11, 13, 13, 14, 14, 18, 13, 16, 14
Forage: 0, 2, 1, 2, 4, 13, 15, 14, 14, 11, 14, 11, 14, 13, 14
Forage: 0, 0, 1, 3, 2, 10, 8, 16, 23, 18, 18, 11, 17, 12, 16
Forage: 0, 2, 6, 9, 13, 11, 10, 13, 14, 14, 12, 14, 19, 18, 21
Forage: 6, 8, 6, 9, 9, 10, 12, 13, 9, 9, 10, 15, 14, 14, 11
Forage: 9, 12, 12, 11, 8, 17, 11, 13, 14, 15, 16, 9, 14, 12, 13
Forage: 0, 0, 3, 1, 4, 7, 15, 19, 22, 23, 25, 19, 20, 20, 23
Forage: 0, 0, 0, 3, 5, 10, 12, 16, 11, 11, 12, 12, 11, 9, 7
Forage: 5, 4, 10, 9, 8, 16, 15, 11, 13, 15, 12, 16, 11, 11, 10
Forage: 0, 3, 2, 6, 9, 13, 16, 17, 12, 8, 12, 11, 7, 11, 10
Forage: 0, 2, 3, 6, 8, 13, 11, 18, 13, 12, 7, 10, 16, 13, 15
Forage: 0, 0, 2, 2, 5, 7, 7, 8, 16, 14, 20, 18, 12, 13, 12
Forage: 2, 6, 6, 7, 10, 11, 13, 11, 15, 14, 10, 10, 16, 13, 10
Forage: 0, 3, 2, 9, 15, 13, 12, 15, 17, 13, 16, 17, 15, 15, 16
Forage: 0, 0, 3, 3, 5, 6, 12, 18, 22, 21, 17, 22, 24, 21
Forage: 0, 4, 3, 4, 4, 11, 16, 14, 17, 17, 18, 17, 12, 13, 9
Forage: 0, 1, 5, 8, 11, 12, 16, 16, 12, 12, 15, 14, 13, 13, 11
Forage: 1, 4, 4, 6, 8, 9, 8, 12, 15, 11, 14, 14, 14, 10, 13
Forage: 0, 1, 2, 3, 7, 10, 17, 15, 12, 18, 16, 15, 14, 19, 16
Forage: 0, 1, 3, 2, 5, 9, 11, 14, 12, 14, 20, 14, 20, 23, 19
Forage: 0, 0, 4, 2, 5, 7, 16, 15, 15, 20, 24, 18, 25, 20, 23
Forage: 0, 1, 1, 1, 2, 8, 10, 10, 8, 11, 10, 12, 10, 13, 12
Forage: 0, 2, 6, 11, 14, 16, 20, 15, 16, 14, 14, 19, 16, 18, 6
Forage: 0, 2, 3, 6, 9, 11, 15, 14, 17, 17, 12, 13, 13, 13, 17
Forage: 0, 0, 5, 0, 5, 6, 14, 15, 12, 17, 10, 16, 25, 16, 16
Forage: 0, 0, 1, 3, 3, 8, 7, 10, 13, 15, 18, 14, 18, 14, 20
Forage: 1, 3, 8, 12, 9, 10, 14, 12, 11, 11, 12, 11, 10, 14, 15
Forage: 0, 4, 3, 7, 8, 9, 17, 22, 22, 20, 19, 25, 26, 13
Forage: 0, 0, 0, 0, 4, 4, 5, 15, 21, 16, 22, 19, 26, 24, 24
Forage: 0, 1, 8, 8, 9, 14, 11, 13, 13, 14, 10, 17, 8, 9, 9
Forage: 0, 1, 0, 4, 8, 16, 12, 19, 16, 15, 14, 15, 14, 13, 15
Forage: 2, 3, 8, 12, 20, 15, 21, 15, 16, 19, 18, 19, 16, 19
Forage: 0, 2, 1, 4, 5, 8, 11, 13, 11, 8, 15, 10, 15, 13, 14
Forage: 0, 0, 4, 2, 7, 8, 12, 18, 24, 19, 26, 19, 20, 21, 20
