tags_collected, collisions_in_seconds, time_in_minutes, random_seed
161, -40.25, 10, 106997
129, -32.25, 10, 241914
147, -36.75, 10, 628889
211, -52.75, 10, 191621
319, -79.75, 10, 777859
186, -46.5, 10, 609089
147, -36.75, 10, 487766
196, -49, 10, 557062
145, -36.25, 10, 234166
219, -54.75, 10, 730352
117, -29.25, 10, 663302
211, -52.75, 10, 699792
207, -51.75, 10, 682547
131, -32.75, 10, 722298
117, -29.25, 10, 917851
288, -72, 10, 953858
168, -42, 10, 154630
115, -28.75, 10, 616140
410, -102.5, 10, 533601
142, -35.5, 10, 98417
131, -32.75, 10, 706058
332, -83, 10, 928646
377, -94.25, 10, 374960
116, -29, 10, 485755
205, -51.25, 10, 442625
131, -32.75, 10, 922717
137, -34.25, 10, 629272
278, -69.5, 10, 473429
171, -42.75, 10, 879783
159, -39.75, 10, 228717
