tags_collected, collisions_in_seconds, time_in_minutes, random_seed
379, -94.75, 10, 172648
390, -97.5, 10, 611297
274, -68.5, 10, 963358
304, -76, 10, 857830
283, -70.75, 10, 251153
377, -94.25, 10, 911337
380, -95, 10, 318620
355, -88.75, 10, 91096
287, -71.75, 10, 526381
354, -88.5, 10, 618600
304, -76, 10, 371464
267, -66.75, 10, 386811
264, -66, 10, 795394
300, -75, 10, 316803
261, -65.25, 10, 340804
382, -95.5, 10, 528390
370, -92.5, 10, 970790
359, -89.75, 10, 928369
291, -72.75, 10, 433064
348, -87, 10, 123448
308, -77, 10, 398951
168, -42, 10, 803950
292, -73, 10, 780110
308, -77, 10, 649562
284, -71, 10, 675841
239, -59.75, 10, 920832
338, -84.5, 10, 944177
356, -89, 10, 803335
264, -66, 10, 515898
283, -70.75, 10, 122565
