tags_collected, collisions_in_seconds, time_in_minutes, random_seed
262, -65.5, 10, 86788
254, -63.5, 10, 667195
250, -62.5, 10, 406786
254, -63.5, 10, 109719
266, -66.5, 10, 707293
258, -64.5, 10, 230031
251, -62.75, 10, 718623
254, -63.5, 10, 320648
256, -64, 10, 9463
253, -63.25, 10, 667634
256, -64, 10, 360732
253, -63.25, 10, 884280
254, -63.5, 10, 748264
256, -64, 10, 363929
248, -62, 10, 260254
257, -64.25, 10, 974777
252, -63, 10, 537214
250, -62.5, 10, 184266
256, -64, 10, 691880
247, -61.75, 10, 328911
257, -64.25, 10, 158173
255, -63.75, 10, 889036
255, -63.75, 10, 538771
249, -62.25, 10, 136150
250, -62.5, 10, 864344
258, -64.5, 10, 607083
255, -63.75, 10, 283550
249, -62.25, 10, 998647
261, -65.25, 10, 798701
249, -62.25, 10, 253833
