tags_collected, collisions_in_seconds, time_in_minutes, random_seed
167, -41.75, 10, 788634
176, -44, 10, 303550
154, -38.5, 10, 274472
154, -38.5, 10, 144584
140, -35, 10, 908102
170, -42.5, 10, 902965
151, -37.75, 10, 177467
155, -38.75, 10, 880024
161, -40.25, 10, 835906
153, -38.25, 10, 168533
170, -42.5, 10, 306378
174, -43.5, 10, 887297
180, -45, 10, 296834
186, -46.5, 10, 53759
153, -38.25, 10, 202610
165, -41.25, 10, 126864
165, -41.25, 10, 884342
178, -44.5, 10, 357505
174, -43.5, 10, 341454
159, -39.75, 10, 673518
171, -42.75, 10, 492759
170, -42.5, 10, 456133
161, -40.25, 10, 733799
178, -44.5, 10, 907462
157, -39.25, 10, 122502
167, -41.75, 10, 471589
167, -41.75, 10, 192798
150, -37.5, 10, 583000
163, -40.75, 10, 926958
172, -43, 10, 524900
