tags_collected, collisions_in_seconds, time_in_minutes, random_seed
68, -17, 10, 510147
57, -14.25, 10, 739604
66, -16.5, 10, 659039
79, -19.75, 10, 122490
74, -18.5, 10, 665232
82, -20.5, 10, 684826
66, -16.5, 10, 645874
63, -15.75, 10, 814761
57, -14.25, 10, 966879
70, -17.5, 10, 319375
71, -17.75, 10, 273776
67, -16.75, 10, 576931
64, -16, 10, 602901
77, -19.25, 10, 523683
67, -16.75, 10, 788510
78, -19.5, 10, 857434
72, -18, 10, 845936
64, -16, 10, 847202
67, -16.75, 10, 816859
63, -15.75, 10, 297367
72, -18, 10, 104735
63, -15.75, 10, 167071
80, -20, 10, 617698
74, -18.5, 10, 680764
74, -18.5, 10, 794510
70, -17.5, 10, 860345
88, -22, 10, 561667
75, -18.75, 10, 473287
68, -17, 10, 389052
61, -15.25, 10, 26313
