tags_collected, collisions_in_seconds, time_in_minutes, random_seed
65, -16.25, 10, 416057
63, -15.75, 10, 502723
61, -15.25, 10, 603556
57, -14.25, 10, 724736
67, -16.75, 10, 861730
62, -15.5, 10, 865749
55, -13.75, 10, 76427
55, -13.75, 10, 982482
61, -15.25, 10, 152039
58, -14.5, 10, 315978
69, -17.25, 10, 454323
51, -12.75, 10, 410624
66, -16.5, 10, 503944
64, -16, 10, 703139
56, -14, 10, 704782
71, -17.75, 10, 813272
60, -15, 10, 917246
76, -19, 10, 917641
54, -13.5, 10, 874972
74, -18.5, 10, 899799
44, -11, 10, 860136
73, -18.25, 10, 874161
52, -13, 10, 971330
59, -14.75, 10, 63533
66, -16.5, 10, 199564
61, -15.25, 10, 322046
47, -11.75, 10, 407137
59, -14.75, 10, 558395
49, -12.25, 10, 653385
64, -16, 10, 667663
