tags_collected, collisions_in_seconds, time_in_minutes, random_seed
96, -24, 10, 863072
93, -23.25, 10, 147819
95, -23.75, 10, 465468
91, -22.75, 10, 706642
92, -23, 10, 940654
97, -24.25, 10, 251200
95, -23.75, 10, 513738
92, -23, 10, 824509
98, -24.5, 10, 153321
92, -23, 10, 402191
94, -23.5, 10, 701976
90, -22.5, 10, 979369
91, -22.75, 10, 58705
94, -23.5, 10, 461564
89, -22.25, 10, 592869
89, -22.25, 10, 656587
92, -23, 10, 606766
97, -24.25, 10, 695653
93, -23.25, 10, 750098
88, -22, 10, 760800
96, -24, 10, 821241
86, -21.5, 10, 850439
92, -23, 10, 876103
92, -23, 10, 888741
92, -23, 10, 936131
89, -22.25, 10, 916690
94, -23.5, 10, 942458
92, -23, 10, 959867
86, -21.5, 10, 993104
86, -21.5, 10, 15236
