tags_collected, collisions_in_seconds, time_in_minutes, random_seed
58, -14.5, 10, 565819
62, -15.5, 10, 133965
58, -14.5, 10, 167948
65, -16.25, 10, 990237
54, -13.5, 10, 47434
54, -13.5, 10, 59763
54, -13.5, 10, 842636
59, -14.75, 10, 603839
54, -13.5, 10, 36981
58, -14.5, 10, 717270
54, -13.5, 10, 781567
48, -12, 10, 319006
53, -13.25, 10, 707606
57, -14.25, 10, 104668
54, -13.5, 10, 25931
57, -14.25, 10, 17220
59, -14.75, 10, 898142
52, -13, 10, 323769
58, -14.5, 10, 528493
59, -14.75, 10, 256423
55, -13.75, 10, 824382
54, -13.5, 10, 690401
59, -14.75, 10, 684905
61, -15.25, 10, 114924
54, -13.5, 10, 801598
55, -13.75, 10, 377017
58, -14.5, 10, 734120
50, -12.5, 10, 433248
54, -13.5, 10, 146844
62, -15.5, 10, 299577
