tags_collected, collisions_in_seconds, time_in_minutes, random_seed
124, -31, 10, 296914
130, -32.5, 10, 477441
127, -31.75, 10, 804139
121, -30.25, 10, 638748
115, -28.75, 10, 110024
116, -29, 10, 41273
128, -32, 10, 765820
121, -30.25, 10, 22980
115, -28.75, 10, 141506
123, -30.75, 10, 90699
121, -30.25, 10, 765120
125, -31.25, 10, 2923
129, -32.25, 10, 544754
124, -31, 10, 996362
127, -31.75, 10, 296535
130, -32.5, 10, 120276
120, -30, 10, 450877
124, -31, 10, 31026
130, -32.5, 10, 925329
109, -27.25, 10, 637359
129, -32.25, 10, 799998
123, -30.75, 10, 7664
123, -30.75, 10, 910747
122, -30.5, 10, 587317
128, -32, 10, 839258
118, -29.5, 10, 416242
128, -32, 10, 618293
129, -32.25, 10, 748155
132, -33, 10, 813756
135, -33.75, 10, 369084
