INFO:root:Starting generation: 0
INFO:root:Starting generation: 1
INFO:root:partial fitness = 1.489253
INFO:root:partial fitness = 1.489253
INFO:root:partial fitness = 15.215908
INFO:root:partial fitness = 10.541483
INFO:root:partial fitness = 19.566554
INFO:root:partial fitness = 1.556875
INFO:root:partial fitness = 2.780409
INFO:root:Starting generation: 2
INFO:root:partial fitness = 1.243170
INFO:root:partial fitness = 6.890756
INFO:root:partial fitness = 6.890756
INFO:root:partial fitness = 2.780409
INFO:root:partial fitness = 1.556875
INFO:root:partial fitness = 1.489253
INFO:root:partial fitness = 7.194883
INFO:root:partial fitness = 11.507387
INFO:root:partial fitness = 3.779237
INFO:root:partial fitness = 22.297940
INFO:root:partial fitness = 5.837323
INFO:root:partial fitness = 9.137643
INFO:root:partial fitness = 2.780409
INFO:root:Starting generation: 3
INFO:root:partial fitness = 0.968170
INFO:root:partial fitness = 2.780409
INFO:root:partial fitness = 4.469762
INFO:root:partial fitness = 1.489253
INFO:root:partial fitness = 4.941700
INFO:root:partial fitness = 1.489253
INFO:root:partial fitness = 0.968170
INFO:root:Starting generation: 4
INFO:root:partial fitness = 0.968170
INFO:root:partial fitness = 2.780409
INFO:root:partial fitness = 1.347960
INFO:root:partial fitness = 0.968170
INFO:root:Starting generation: 5
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 4.556048
INFO:root:partial fitness = 4.556048
INFO:root:partial fitness = 0.968170
INFO:root:partial fitness = 1.066762
INFO:root:partial fitness = 0.968170
INFO:root:partial fitness = 0.968170
INFO:root:partial fitness = 2.780409
INFO:root:partial fitness = 0.968170
INFO:root:partial fitness = 2.962209
INFO:root:partial fitness = 1.066762
INFO:root:partial fitness = 1.347960
INFO:root:partial fitness = 1.347960
INFO:root:partial fitness = 0.919176
INFO:root:partial fitness = 4.556048
INFO:root:Starting generation: 6
INFO:root:partial fitness = 0.630483
INFO:root:partial fitness = 0.968170
INFO:root:partial fitness = 0.630483
INFO:root:partial fitness = 0.989211
INFO:root:partial fitness = 0.919176
INFO:root:partial fitness = 3.306519
INFO:root:partial fitness = 1.347960
INFO:root:partial fitness = 0.919176
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 2.780409
INFO:root:Starting generation: 7
INFO:root:partial fitness = 0.630483
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 3.135888
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.905621
INFO:root:partial fitness = 0.968170
INFO:root:partial fitness = 0.919176
INFO:root:partial fitness = 0.970793
INFO:root:partial fitness = 1.066762
INFO:root:partial fitness = 2.962209
INFO:root:Starting generation: 8
INFO:root:partial fitness = 0.630483
INFO:root:partial fitness = 0.879634
INFO:root:partial fitness = 0.905621
INFO:root:partial fitness = 1.066762
INFO:root:partial fitness = 1.025430
INFO:root:partial fitness = 0.919176
INFO:root:partial fitness = 0.910985
INFO:root:partial fitness = 1.066762
INFO:root:partial fitness = 0.876114
INFO:root:partial fitness = 0.968170
INFO:root:partial fitness = 0.683993
INFO:root:Starting generation: 9
INFO:root:partial fitness = 0.568687
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.879634
INFO:root:partial fitness = 0.893553
INFO:root:partial fitness = 1.025430
INFO:root:partial fitness = 0.905621
INFO:root:partial fitness = 0.908913
INFO:root:Starting generation: 10
INFO:root:partial fitness = 0.560141
INFO:root:partial fitness = 0.879634
INFO:root:partial fitness = 0.630483
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.926390
INFO:root:partial fitness = 0.568687
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.879634
INFO:root:Starting generation: 11
INFO:root:partial fitness = 0.450859
INFO:root:partial fitness = 0.864065
INFO:root:partial fitness = 0.630483
INFO:root:partial fitness = 0.864065
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.630483
INFO:root:partial fitness = 0.450859
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.864065
INFO:root:partial fitness = 0.797338
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.914345
INFO:root:partial fitness = 0.797338
INFO:root:partial fitness = 0.602523
INFO:root:Starting generation: 12
INFO:root:partial fitness = 0.445531
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.445531
INFO:root:partial fitness = 0.445531
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.445531
INFO:root:partial fitness = 0.630483
INFO:root:partial fitness = 0.716764
INFO:root:partial fitness = 0.716764
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.630483
INFO:root:partial fitness = 0.445531
INFO:root:partial fitness = 0.630483
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.630483
INFO:root:partial fitness = 0.630483
INFO:root:Starting generation: 13
INFO:root:partial fitness = 0.423248
INFO:root:partial fitness = 0.445531
INFO:root:partial fitness = 0.594907
INFO:root:partial fitness = 0.450859
INFO:root:partial fitness = 0.716764
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.450859
INFO:root:partial fitness = 0.683993
INFO:root:partial fitness = 0.710960
INFO:root:partial fitness = 0.630483
INFO:root:partial fitness = 0.450859
INFO:root:partial fitness = 0.450859
INFO:root:partial fitness = 0.423248
INFO:root:partial fitness = 0.683993
INFO:root:Starting generation: 14
INFO:root:partial fitness = 0.423248
INFO:root:partial fitness = 0.423248
INFO:root:partial fitness = 0.443647
INFO:root:partial fitness = 0.445531
INFO:root:partial fitness = 0.594819
INFO:root:partial fitness = 0.423248
INFO:root:partial fitness = 0.450859
INFO:root:partial fitness = 0.467080
INFO:root:partial fitness = 0.423248
INFO:root:partial fitness = 0.445531
INFO:root:partial fitness = 0.535884
INFO:root:partial fitness = 0.450859
INFO:root:partial fitness = 0.467080
INFO:root:partial fitness = 0.453193
INFO:root:partial fitness = 0.450859
INFO:root:Starting generation: 15
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.430246
INFO:root:partial fitness = 0.450859
INFO:root:partial fitness = 0.434984
INFO:root:partial fitness = 0.443647
INFO:root:partial fitness = 0.430246
INFO:root:partial fitness = 0.450859
INFO:root:partial fitness = 0.466770
INFO:root:partial fitness = 0.423248
INFO:root:partial fitness = 0.423248
INFO:root:partial fitness = 0.450859
INFO:root:partial fitness = 0.423248
INFO:root:partial fitness = 0.450859
INFO:root:partial fitness = 0.450859
INFO:root:Starting generation: 16
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.443647
INFO:root:partial fitness = 0.443647
INFO:root:partial fitness = 0.386800
INFO:root:partial fitness = 0.492530
INFO:root:partial fitness = 0.430246
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.434984
INFO:root:Starting generation: 17
INFO:root:partial fitness = 0.359216
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.386800
INFO:root:partial fitness = 0.398609
INFO:root:partial fitness = 0.430246
INFO:root:partial fitness = 0.386800
INFO:root:partial fitness = 0.386800
INFO:root:partial fitness = 0.391114
INFO:root:partial fitness = 0.391114
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.359216
INFO:root:partial fitness = 0.389875
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.374915
INFO:root:Starting generation: 18
INFO:root:partial fitness = 0.359216
INFO:root:partial fitness = 0.359216
INFO:root:partial fitness = 0.359216
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.386800
INFO:root:partial fitness = 0.359216
INFO:root:partial fitness = 0.386800
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.386800
INFO:root:partial fitness = 0.386800
INFO:root:partial fitness = 0.374730
INFO:root:partial fitness = 0.386800
INFO:root:partial fitness = 0.417203
INFO:root:partial fitness = 0.386800
INFO:root:Starting generation: 19
INFO:root:partial fitness = 0.354239
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.380017
INFO:root:partial fitness = 0.386800
INFO:root:partial fitness = 0.374730
INFO:root:partial fitness = 0.374730
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.386800
INFO:root:partial fitness = 0.365383
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.370712
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.365383
INFO:root:partial fitness = 0.374730
INFO:root:partial fitness = 0.380998
INFO:root:partial fitness = 0.374915
INFO:root:Starting generation: 20
INFO:root:partial fitness = 0.354239
INFO:root:partial fitness = 0.361446
INFO:root:partial fitness = 0.369166
INFO:root:partial fitness = 0.386800
INFO:root:partial fitness = 0.369166
INFO:root:partial fitness = 0.373802
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.365383
INFO:root:partial fitness = 0.365383
INFO:root:partial fitness = 0.365383
INFO:root:partial fitness = 0.356257
INFO:root:partial fitness = 0.369166
INFO:root:partial fitness = 0.374730
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.357957
INFO:root:partial fitness = 0.380998
INFO:root:partial fitness = 0.365383
INFO:root:Starting generation: 21
INFO:root:partial fitness = 0.343267
INFO:root:partial fitness = 0.365383
INFO:root:partial fitness = 0.374915
INFO:root:partial fitness = 0.367838
INFO:root:partial fitness = 0.365383
INFO:root:partial fitness = 0.343267
INFO:root:partial fitness = 0.354239
INFO:root:Starting generation: 22
INFO:root:partial fitness = 0.333915
INFO:root:partial fitness = 0.361446
INFO:root:partial fitness = 0.361446
INFO:root:partial fitness = 0.361446
INFO:root:partial fitness = 0.379200
INFO:root:partial fitness = 0.354239
INFO:root:partial fitness = 0.349642
INFO:root:partial fitness = 0.354239
INFO:root:Starting generation: 23
INFO:root:partial fitness = 0.329940
INFO:root:partial fitness = 0.345373
INFO:root:partial fitness = 0.345718
INFO:root:partial fitness = 0.361446
INFO:root:partial fitness = 0.366579
INFO:root:partial fitness = 0.370371
INFO:root:partial fitness = 0.361446
INFO:root:Starting generation: 24
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.344999
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.361446
INFO:root:partial fitness = 0.361446
INFO:root:partial fitness = 0.361446
INFO:root:partial fitness = 0.345718
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.343948
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.345703
INFO:root:partial fitness = 0.361446
INFO:root:partial fitness = 0.345703
INFO:root:Starting generation: 25
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.345235
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.345073
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.354727
INFO:root:partial fitness = 0.340634
INFO:root:partial fitness = 0.329940
INFO:root:partial fitness = 0.341572
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.328751
INFO:root:Starting generation: 26
INFO:root:partial fitness = 0.291172
INFO:root:partial fitness = 0.345073
INFO:root:partial fitness = 0.345073
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.340634
INFO:root:partial fitness = 0.329940
INFO:root:partial fitness = 0.345703
INFO:root:partial fitness = 0.329555
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.327562
INFO:root:partial fitness = 0.328724
INFO:root:partial fitness = 0.345073
INFO:root:Starting generation: 27
INFO:root:partial fitness = 0.291172
INFO:root:partial fitness = 0.327562
INFO:root:partial fitness = 0.324853
INFO:root:partial fitness = 0.313161
INFO:root:partial fitness = 0.313161
INFO:root:partial fitness = 0.359045
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.321603
INFO:root:Starting generation: 28
INFO:root:partial fitness = 0.285655
INFO:root:partial fitness = 0.312420
INFO:root:partial fitness = 0.324826
INFO:root:partial fitness = 0.306738
INFO:root:partial fitness = 0.298026
INFO:root:partial fitness = 0.285655
INFO:root:partial fitness = 0.303811
INFO:root:partial fitness = 0.295331
INFO:root:partial fitness = 0.328751
INFO:root:partial fitness = 0.285655
INFO:root:partial fitness = 0.313161
INFO:root:partial fitness = 0.343948
INFO:root:partial fitness = 0.291172
INFO:root:partial fitness = 0.298026
INFO:root:partial fitness = 0.291172
INFO:root:partial fitness = 0.291172
INFO:root:partial fitness = 0.287101
INFO:root:partial fitness = 0.313161
INFO:root:partial fitness = 0.343948
INFO:root:partial fitness = 0.291261
INFO:root:partial fitness = 0.291261
INFO:root:Starting generation: 29
INFO:root:partial fitness = 0.285655
INFO:root:partial fitness = 0.287101
INFO:root:partial fitness = 0.291172
INFO:root:partial fitness = 0.291261
INFO:root:partial fitness = 0.313161
INFO:root:partial fitness = 0.288978
INFO:root:partial fitness = 0.291172
INFO:root:Starting generation: 30
INFO:root:partial fitness = 0.278283
INFO:root:partial fitness = 0.293309
INFO:root:partial fitness = 0.282575
INFO:root:partial fitness = 0.287101
INFO:root:partial fitness = 0.295900
INFO:root:partial fitness = 0.291172
INFO:root:partial fitness = 0.295900
INFO:root:partial fitness = 0.291172
INFO:root:partial fitness = 0.295900
INFO:root:partial fitness = 0.291172
INFO:root:partial fitness = 0.282575
INFO:root:partial fitness = 0.285279
INFO:root:partial fitness = 0.298026
