Forage: 15, 23, 30, 29, 31, 25, 28, 28, 28, 34, 28, 24, 23, 22, 15
Forage: 18, 22, 34, 26, 30, 27, 27, 23, 19, 19, 20, 25, 21, 15, 18
Forage: 22, 31, 27, 24, 26, 24, 23, 21, 29, 30, 25, 20, 27, 22, 22
Forage: 18, 30, 31, 35, 32, 31, 29, 26, 32, 30, 26, 27, 22, 19, 21
Forage: 14, 26, 25, 23, 21, 20, 20, 21, 18, 16, 19, 19, 25, 27, 22
Forage: 16, 25, 30, 24, 25, 30, 26, 28, 28, 26, 28, 23, 24, 10, 18
Forage: 26, 22, 25, 27, 23, 26, 34, 27, 18, 20, 23, 14, 20, 21, 14
Forage: 17, 34, 29, 30, 25, 27, 28, 29, 38, 24, 28, 24, 31, 22, 21
Forage: 20, 23, 22, 19, 22, 26, 24, 20, 23, 24, 20, 26, 18, 19, 19
Forage: 16, 27, 24, 37, 25, 27, 27, 29, 29, 21, 25, 20, 23, 27, 22
Forage: 9, 18, 24, 26, 26, 28, 29, 20, 22, 25, 22, 25, 22, 26, 24
Forage: 28, 36, 28, 34, 29, 27, 31, 27, 27, 25, 26, 27, 20, 19, 22
Forage: 17, 24, 34, 24, 28, 24, 28, 23, 23, 22, 25, 25, 24, 26, 23
Forage: 18, 30, 34, 23, 27, 29, 28, 26, 27, 24, 19, 22, 23, 23, 20
Forage: 19, 21, 31, 30, 33, 35, 32, 30, 30, 20, 27, 15, 17, 22, 23
Forage: 12, 31, 29, 25, 32, 28, 25, 27, 28, 33, 25, 24, 20, 23, 17
Forage: 19, 27, 23, 24, 24, 29, 24, 24, 20, 20, 22, 25, 27, 22, 13
Forage: 13, 18, 30, 23, 20, 26, 30, 26, 22, 24, 26, 17, 20, 20, 19
Forage: 21, 32, 22, 33, 26, 27, 27, 28, 32, 25, 29, 17, 26, 21, 23
Forage: 14, 19, 23, 20, 19, 16, 22, 24, 23, 19, 25, 19, 20, 24, 19
Forage: 14, 18, 21, 23, 31, 21, 24, 29, 20, 26, 21, 21, 19, 19, 17
Forage: 21, 33, 23, 27, 33, 24, 20, 21, 28, 28, 26, 22, 26, 25, 22
Forage: 19, 30, 27, 29, 26, 20, 27, 24, 19, 25, 19, 19, 19, 19, 23
Forage: 17, 17, 24, 28, 27, 27, 27, 31, 32, 28, 30, 25, 26, 21, 22
Forage: 18, 24, 27, 27, 34, 34, 28, 27, 25, 19, 26, 25, 22, 20, 22
Forage: 17, 22, 19, 23, 26, 25, 27, 28, 17, 22, 21, 22, 23, 26, 20
Forage: 16, 19, 26, 29, 30, 21, 20, 28, 24, 23, 20, 24, 21, 27, 24
Forage: 22, 25, 26, 25, 31, 26, 22, 31, 29, 29, 28, 34, 29, 30, 20
Forage: 15, 28, 31, 36, 29, 32, 32, 29, 28, 29, 21, 19, 26, 22, 15
Forage: 16, 21, 24, 19, 25, 25, 24, 26, 24, 19, 25, 15, 15, 17, 22
Forage: 18, 26, 27, 27, 30, 25, 28, 31, 26, 24, 20, 23, 26, 20, 17
Forage: 16, 19, 32, 24, 26, 29, 25, 28, 29, 23, 25, 22, 17, 19, 14
Forage: 12, 28, 32, 24, 30, 27, 27, 24, 20, 24, 27, 26, 28, 22, 15
Forage: 10, 26, 19, 24, 22, 24, 30, 21, 28, 26, 23, 22, 28, 25, 20
Forage: 15, 28, 28, 26, 26, 28, 25, 28, 25, 31, 23, 26, 21, 20, 17
Forage: 20, 29, 30, 29, 28, 25, 22, 21, 27, 22, 19, 16, 22, 24, 23
Forage: 17, 26, 28, 31, 20, 25, 26, 24, 27, 27, 22, 17, 21, 17, 14
Forage: 13, 24, 26, 24, 26, 22, 30, 22, 24, 25, 22, 22, 24, 24, 24
Forage: 17, 25, 27, 26, 21, 24, 29, 27, 34, 22, 29, 23, 18, 21, 21
Forage: 24, 30, 25, 23, 28, 20, 29, 27, 30, 28, 28, 31, 30, 9, 24
Forage: 14, 20, 23, 28, 29, 30, 30, 18, 21, 23, 20, 25, 20, 20, 21
Forage: 17, 24, 30, 26, 28, 27, 24, 31, 29, 26, 24, 21, 27, 18, 16
Forage: 11, 22, 19, 20, 24, 26, 22, 26, 27, 23, 23, 18, 17, 25, 15
Forage: 13, 22, 28, 25, 23, 27, 27, 20, 21, 25, 24, 19, 17, 16, 19
Forage: 14, 24, 27, 37, 27, 27, 26, 22, 26, 21, 24, 23, 29, 15, 17
Forage: 17, 29, 30, 36, 28, 28, 28, 24, 14, 11, 22, 25, 16, 19, 18
Forage: 18, 28, 29, 26, 25, 25, 24, 21, 22, 25, 22, 21, 25, 24, 16
Forage: 20, 31, 32, 27, 32, 23, 27, 26, 26, 30, 22, 23, 17, 20, 19
Forage: 13, 18, 25, 25, 31, 28, 29, 33, 30, 27, 28, 23, 25, 24, 26
Forage: 22, 25, 21, 24, 21, 29, 28, 25, 25, 24, 28, 22, 21, 20, 19
