Forage: 11, 19, 20, 27, 22, 21, 23, 27, 26, 26, 22, 30, 32, 31, 28
Forage: 9, 23, 25, 28, 23, 23, 30, 29, 30, 27, 23, 20, 15, 17, 21
Forage: 3, 16, 20, 20, 30, 35, 39, 38, 35, 33, 29, 24, 19, 19, 20
Forage: 5, 15, 27, 29, 27, 32, 31, 25, 23, 28, 29, 30, 27, 24, 19
Forage: 8, 11, 23, 31, 43, 38, 41, 45, 37, 38, 37, 31
Forage: 6, 9, 15, 17, 16, 28, 25, 27, 24, 25, 19, 23, 16, 19, 22
Forage: 15, 23, 22, 29, 23, 27, 26, 27, 24, 28, 28, 32, 30, 26, 22
Forage: 2, 15, 18, 22, 23, 28, 30, 33, 28, 27, 29, 23, 31, 29, 24
Forage: 10, 18, 20, 25, 27, 33, 39, 31, 37, 28, 25, 23, 21, 11, 15
Forage: 15, 29, 33, 33, 40, 31, 30, 34, 32, 33, 27, 30, 27
Forage: 9, 17, 21, 28, 26, 33, 29, 32, 26, 32, 28, 19, 31, 19, 15
Forage: 13, 22, 27, 30, 26, 26, 18, 22, 20, 27, 21, 23, 26, 26, 25
Forage: 6, 12, 24, 23, 20, 18, 22, 25, 25, 30, 30, 25, 19, 16, 18
Forage: 11, 17, 21, 33, 24, 27, 28, 27, 29, 31, 27, 25, 29, 16, 18
Forage: 6, 18, 14, 19, 28, 32, 31, 36, 35, 33, 28, 26, 24, 26, 21
Forage: 18, 21, 21, 23, 30, 32, 22, 24, 30, 31, 17, 33, 25, 20, 14
Forage: 0, 12, 20, 25, 27, 34, 44, 38, 29, 27, 32, 29, 20, 15, 20
Forage: 2, 12, 18, 26, 29, 26, 27, 28, 23, 29, 25, 21, 18, 17, 21
Forage: 9, 13, 9, 19, 18, 23, 25, 17, 26, 23, 25, 20, 26, 31, 23
Forage: 16, 29, 34, 34, 40, 30, 35, 26, 23, 23, 20, 21, 17, 14, 10
Forage: 18, 28, 34, 37, 40, 49, 38, 38, 32, 30, 20, 25, 19
Forage: 6, 12, 15, 18, 25, 38, 38, 33, 34, 24, 25, 26, 27, 26, 21
Forage: 18, 30, 27, 27, 27, 33, 36, 34, 39, 19, 20, 17, 13, 10, 15
Forage: 5, 15, 27, 24, 26, 26, 32, 31, 35, 32, 29, 29, 25, 31, 23
Forage: 10, 16, 20, 19, 25, 24, 30, 32, 29, 29, 27, 19, 19, 21, 19
Forage: 2, 13, 15, 23, 24, 24, 15, 21, 21, 25, 23, 24, 26, 19, 24
Forage: 7, 14, 20, 29, 32, 31, 32, 28, 26, 27, 32, 29, 27, 25, 15
Forage: 5, 14, 24, 23, 24, 29, 24, 24, 27, 20, 23, 27, 27, 30, 26
Forage: 5, 12, 20, 25, 21, 17, 22, 22, 24, 19, 27, 22, 24, 21, 20
Forage: 8, 25, 24, 28, 36, 29, 21, 18, 19, 16, 21, 17, 19, 21, 17
Forage: 13, 25, 26, 23, 18, 24, 32, 26, 30, 21, 18, 20, 21, 28, 24
Forage: 5, 16, 21, 22, 29, 31, 30, 24, 26, 18, 21, 23, 22, 18, 22
Forage: 8, 18, 19, 30, 32, 38, 30, 24, 25, 21, 28, 29, 26, 22, 21
Forage: 5, 11, 16, 21, 32, 32, 33, 31, 28, 29, 28, 25, 30, 24, 23
Forage: 4, 10, 16, 26, 31, 31, 29, 25, 25, 26, 23, 25, 23, 25, 19
Forage: 7, 15, 20, 20, 27, 24, 28, 31, 31, 28, 24, 20, 19, 15, 15
Forage: 14, 20, 21, 25, 17, 22, 19, 25, 23, 22, 25, 21, 23, 22, 25
Forage: 16, 17, 28, 27, 29, 23, 30, 28, 26, 25, 28, 30, 29, 24, 16
Forage: 10, 26, 32, 36, 31, 28, 32, 26, 27, 28, 30, 24, 19, 19, 16
Forage: 4, 12, 14, 24, 35, 37, 37, 37, 38, 37, 28, 24, 22, 27, 16
Forage: 16, 21, 22, 26, 27, 38, 40, 36, 33, 33, 32, 31, 27, 19
Forage: 3, 10, 21, 20, 22, 25, 22, 24, 22, 21, 22, 28, 26, 20, 28
Forage: 1, 6, 12, 18, 24, 23, 23, 20, 22, 29, 24, 32, 29, 27, 29
Forage: 0, 13, 21, 16, 29, 30, 32, 26, 32, 27, 22, 19, 21, 19, 24
Forage: 6, 13, 21, 28, 32, 31, 34, 34, 36, 29, 22, 24, 19, 15, 20
Forage: 4, 12, 20, 29, 32, 34, 25, 29, 32, 41, 26, 35, 29, 18, 20
Forage: 16, 22, 36, 34, 37, 39, 34, 30, 28, 35, 24, 24, 23, 21
Forage: 9, 16, 21, 23, 23, 25, 24, 20, 22, 21, 19, 23, 22, 24, 23
Forage: 6, 12, 22, 30, 27, 23, 25, 19, 14, 23, 24, 21, 27, 25, 26
Forage: 10, 19, 27, 29, 33, 32, 32, 28, 20, 27, 26, 27, 25, 21, 18
