35536.3, 29263.7
35645.9, 29154.1
29318.9, 35481.1
40514.5, 24285.5
32344.4, 32455.6
43676.9, 21123.1
44692.6, 20107.4
32758.3, 32041.7
39703.6, 25096.4
34736.5, 30063.5
33957.4, 30842.6
34946.2, 29853.8
33913.1, 30886.9
34798.8, 30001.2
44887, 19913
32339.1, 32460.9
33221.3, 31578.7
33717, 31083
34498.9, 30301.1
36384.2, 28415.8
31824.9, 32975.1
30695.4, 34104.6
42501.5, 22298.5
44548.2, 20251.8
40700.4, 24099.6
39285.6, 25514.4
33653.9, 31146.1
39285.8, 25514.2
35210.6, 29589.4
40461.2, 24338.8
31718, 33082
37479.7, 27320.3
40410.8, 24389.2
31385.9, 33414.1
38592, 26208
33289.2, 31510.8
37912.2, 26887.8
43481.2, 21318.8
35515.9, 29284.1
33202.4, 31597.6
34209.9, 30590.1
40738.3, 24061.7
31980.7, 32819.3
38556.5, 26243.5
31917.9, 32882.1
40804.7, 23995.3
45164, 19636
35126.8, 29673.2
31362.6, 33437.4
33203.9, 31596.1
