tags_collected, collisions_in_seconds, time_in_minutes, random_seed
236, 1462.27, 15, 180969
250, 1134.94, 15, 113489
304, 935.172, 15, 441241
335, 641.828, 15, 970906
369, 824.484, 15, 669066
290, 1109.77, 15, 986850
287, 840.719, 15, 302780
267, 827.828, 15, 158984
247, 1065.7, 15, 892216
286, 777.656, 15, 647648
385, 698.703, 15, 230128
361, 607.266, 15, 710796
312, 957.453, 15, 159667
296, 820, 15, 618352
316, 771.859, 15, 231679
310, 650.828, 15, 762816
304, 1134.06, 15, 703092
312, 690.234, 15, 57627
296, 654.953, 15, 872184
303, 866.969, 15, 92903
341, 722.438, 15, 125260
331, 603.25, 15, 324951
318, 576.203, 15, 218247
341, 820.5, 15, 55442
242, 1021.98, 15, 636761
329, 721.656, 15, 491940
325, 612.203, 15, 313157
317, 710.641, 15, 131961
263, 1435.42, 15, 55422
386, 796.859, 15, 906591
323, 864.625, 15, 434982
361, 543.734, 15, 42604
317, 1014.41, 15, 162620
343, 727.953, 15, 807885
225, 1431.3, 15, 365531
259, 1330.59, 15, 129998
275, 861.5, 15, 295216
283, 1459.08, 15, 41969
270, 725.109, 15, 398724
259, 1266.5, 15, 205046
368, 981.641, 15, 70604
320, 585.266, 15, 986288
293, 1199.69, 15, 773943
340, 620.047, 15, 353783
288, 1192.33, 15, 743123
232, 1390.92, 15, 803016
333, 632.516, 15, 8799
272, 1007.56, 15, 452422
289, 1287.64, 15, 606589
315, 869.422, 15, 857316
