tags_collected, collisions_in_seconds, time_in_minutes, random_seed
271, 442.734, 15, 309981
307, 443.984, 15, 683417
310, 487.031, 15, 57852
280, 551.391, 15, 356533
276, 458.594, 15, 269605
310, 463.469, 15, 546061
241, 410.438, 15, 427088
273, 439.484, 15, 305865
238, 422.562, 15, 572038
251, 345.938, 15, 14223
197, 324.375, 15, 752300
403, 581.359, 15, 434091
339, 457.844, 15, 601219
322, 482.203, 15, 845040
295, 471.766, 15, 255414
253, 428.734, 15, 719089
341, 549.25, 15, 873364
292, 455.922, 15, 789823
380, 848.531, 15, 584614
292, 409.453, 15, 506444
317, 534.734, 15, 363505
304, 524.547, 15, 286240
320, 650.469, 15, 355509
281, 413.406, 15, 6142
297, 469.531, 15, 503995
326, 476.812, 15, 472582
315, 512.125, 15, 358887
263, 436.984, 15, 560159
276, 534.312, 15, 581893
315, 460.031, 15, 686553
308, 407.297, 15, 881565
256, 385.109, 15, 657578
274, 404.578, 15, 393848
341, 466.859, 15, 859997
256, 396.016, 15, 119313
269, 393.672, 15, 405701
351, 594.688, 15, 831925
267, 450.281, 15, 243919
285, 433.344, 15, 556177
325, 588.812, 15, 815183
299, 577.188, 15, 501847
324, 532.781, 15, 19023
364, 579.016, 15, 246774
294, 392.969, 15, 174528
282, 526.641, 15, 95274
317, 459.859, 15, 901367
326, 526.766, 15, 956044
306, 590.5, 15, 754921
257, 396.844, 15, 727403
322, 514.375, 15, 10281
