tags_collected, collisions_in_seconds, time_in_minutes, random_seed
383, 359.406, 15, 917927
344, 389.25, 15, 517936
373, 299.828, 15, 917888
409, 321.141, 15, 502129
316, 477.422, 15, 918883
361, 322.969, 15, 9853
340, 284.984, 15, 469991
407, 333.609, 15, 757715
325, 422.859, 15, 5844
379, 384.562, 15, 236317
346, 447.672, 15, 409406
406, 367.625, 15, 479603
370, 401.516, 15, 731357
373, 380.312, 15, 967562
385, 358.984, 15, 398125
379, 330.047, 15, 32949
343, 361.172, 15, 247817
334, 411.219, 15, 458536
389, 369.188, 15, 542718
306, 500.625, 15, 655517
324, 324.484, 15, 993028
379, 450.672, 15, 266314
345, 408.203, 15, 455760
382, 391.547, 15, 738809
378, 336.047, 15, 29676
338, 383.672, 15, 408060
352, 415.438, 15, 797962
407, 358.859, 15, 126168
392, 344.156, 15, 681778
317, 407.234, 15, 754532
368, 424.344, 15, 242814
348, 316.906, 15, 361219
366, 368.922, 15, 907901
348, 361.281, 15, 203897
367, 421.484, 15, 721020
357, 295.344, 15, 189337
342, 454.578, 15, 461837
352, 331.656, 15, 535800
364, 327.031, 15, 44599
386, 379.016, 15, 300432
342, 419.141, 15, 395468
368, 328.203, 15, 635042
318, 479.422, 15, 890410
326, 476.609, 15, 155903
359, 396.141, 15, 308412
345, 343.359, 15, 454651
351, 414.766, 15, 954305
375, 346.344, 15, 65357
385, 309.578, 15, 397686
354, 378.391, 15, 727436
