INFO:root:Starting generation: 0
INFO:root:Starting generation: 1
INFO:root:partial fitness = 4.028772
INFO:root:partial fitness = 8.409761
INFO:root:partial fitness = 33.939739
INFO:root:partial fitness = 22.522626
INFO:root:partial fitness = 8.242401
INFO:root:partial fitness = 9.676702
INFO:root:partial fitness = 6.162353
INFO:root:partial fitness = 8.242401
INFO:root:partial fitness = 13.549774
INFO:root:partial fitness = 13.733006
INFO:root:partial fitness = 9.676702
INFO:root:partial fitness = 11.075138
INFO:root:partial fitness = 11.075138
INFO:root:partial fitness = 6.162353
INFO:root:partial fitness = 6.162353
INFO:root:Starting generation: 2
INFO:root:partial fitness = 4.028772
INFO:root:partial fitness = 8.242401
INFO:root:partial fitness = 9.860989
INFO:root:partial fitness = 11.075138
INFO:root:partial fitness = 8.242401
INFO:root:partial fitness = 8.242401
INFO:root:partial fitness = 11.880948
INFO:root:partial fitness = 9.271400
INFO:root:partial fitness = 4.802675
INFO:root:Starting generation: 3
INFO:root:partial fitness = 4.028772
INFO:root:partial fitness = 6.162353
INFO:root:partial fitness = 7.249895
INFO:root:partial fitness = 10.864259
INFO:root:partial fitness = 8.242401
INFO:root:partial fitness = 8.242401
INFO:root:partial fitness = 5.989383
INFO:root:partial fitness = 8.956366
INFO:root:partial fitness = 8.284959
INFO:root:partial fitness = 5.277235
INFO:root:partial fitness = 5.643716
INFO:root:partial fitness = 8.956366
INFO:root:partial fitness = 5.277235
INFO:root:partial fitness = 4.802675
INFO:root:partial fitness = 9.860989
INFO:root:Starting generation: 4
INFO:root:partial fitness = 5.326699
INFO:root:partial fitness = 5.232490
INFO:root:partial fitness = 4.578235
INFO:root:partial fitness = 8.284959
INFO:root:partial fitness = 5.643716
INFO:root:partial fitness = 9.860989
INFO:root:partial fitness = 5.643716
INFO:root:partial fitness = 5.643716
INFO:root:partial fitness = 5.277235
INFO:root:partial fitness = 8.873428
INFO:root:partial fitness = 7.249895
INFO:root:partial fitness = 7.789695
INFO:root:partial fitness = 5.989383
INFO:root:partial fitness = 5.326699
INFO:root:Starting generation: 5
INFO:root:partial fitness = 4.028772
INFO:root:partial fitness = 4.802675
INFO:root:partial fitness = 4.845238
INFO:root:partial fitness = 5.793841
INFO:root:partial fitness = 5.277235
INFO:root:partial fitness = 4.180611
INFO:root:partial fitness = 5.277235
INFO:root:partial fitness = 4.375264
INFO:root:partial fitness = 4.802675
INFO:root:partial fitness = 4.815511
INFO:root:partial fitness = 4.815511
INFO:root:partial fitness = 4.244442
INFO:root:partial fitness = 4.180611
INFO:root:partial fitness = 5.277235
INFO:root:Starting generation: 6
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 4.263199
INFO:root:partial fitness = 4.180611
INFO:root:partial fitness = 4.180611
INFO:root:partial fitness = 4.028772
INFO:root:partial fitness = 4.180611
INFO:root:partial fitness = 4.244442
INFO:root:partial fitness = 4.802675
INFO:root:partial fitness = 4.263199
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 4.372414
INFO:root:partial fitness = 4.244442
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 4.028772
INFO:root:Starting generation: 7
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 4.082431
INFO:root:partial fitness = 3.981539
INFO:root:partial fitness = 4.208204
INFO:root:partial fitness = 4.180611
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 4.082431
INFO:root:partial fitness = 4.263199
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 4.244442
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 4.082431
INFO:root:partial fitness = 4.082431
INFO:root:partial fitness = 3.972438
INFO:root:Starting generation: 8
INFO:root:partial fitness = 3.899867
INFO:root:partial fitness = 4.082431
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 4.028772
INFO:root:partial fitness = 4.082431
INFO:root:partial fitness = 4.244442
INFO:root:partial fitness = 3.981539
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 4.082431
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 4.244442
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 3.981539
INFO:root:Starting generation: 9
INFO:root:partial fitness = 3.734030
INFO:root:partial fitness = 4.244442
INFO:root:partial fitness = 3.734030
INFO:root:partial fitness = 3.981539
INFO:root:partial fitness = 4.244442
INFO:root:partial fitness = 4.244442
INFO:root:partial fitness = 4.082431
INFO:root:partial fitness = 3.981539
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 4.244442
INFO:root:partial fitness = 3.899867
INFO:root:partial fitness = 4.028772
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 4.082431
INFO:root:partial fitness = 3.972438
INFO:root:Starting generation: 10
INFO:root:partial fitness = 3.668688
INFO:root:partial fitness = 3.734030
INFO:root:partial fitness = 3.668688
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 3.972438
INFO:root:partial fitness = 3.734030
